,id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url
45,4etZiHNHhhCxDPXMxo3d8A,Classical,0.209,0.15,0,-23.697,1,0.0404,0.969,0.465,0.069,0.0383,104.325,196875,3,https://p.scdn.co/mp3-preview/166a55f91a4147e279872c2df1dbd2b2af02848d?cid=b1b7bb35faa34eac9690da4b561aa86f
46,6tsxzWdVw2WZPTKtcFvSg5,Classical,0.372,0.133,7,-21.83,1,0.0363,0.993,0.916,0.0824,0.623,120.594,294000,3,https://p.scdn.co/mp3-preview/e1a72806d41fc52fff2ac0f8d5054e7f9e6c0af6?cid=b1b7bb35faa34eac9690da4b561aa86f
47,5suQ5aESkUI2fkMN0bmkAw,Classical,0.293,0.0827,2,-20.835,0,0.0406,0.966,0.85,0.295,0.0459,131.494,649920,4,https://p.scdn.co/mp3-preview/4a85f03eb863dc3ca394bc62a678d09325d3600b?cid=b1b7bb35faa34eac9690da4b561aa86f
48,29WpzJoXRGrgxb92nOGvZF,Classical,0.497,0.153,5,-23.377,0,0.0374,0.902,0.831,0.0959,0.0599,91.639,184000,3,
49,0kgWdCIY9WSJhyEBOGPlAB,Classical,0.322,0.0435,11,-23.478,1,0.0431,0.985,0.956,0.0936,0.0381,75.913,268520,4,https://p.scdn.co/mp3-preview/d03cf74ee156ca44bbfc60933cd2314470045551?cid=b1b7bb35faa34eac9690da4b561aa86f
50,7c4im9eLFrcZF4OA6H6WTd,Classical,0.454,0.0867,1,-23.834,1,0.0457,0.936,0.562,0.153,0.385,114.943,150693,4,https://p.scdn.co/mp3-preview/dddae61b04aced199082fbd2a430ee78dffb3a95?cid=b1b7bb35faa34eac9690da4b561aa86f
51,3XODNjYATzcoCGlaEDdpIn,Classical,0.47,0.212,3,-19.548,1,0.0812,0.968,0.926,0.154,0.206,112.681,355987,4,https://p.scdn.co/mp3-preview/bfac1ac92e5fd4f12d1e397bcc58b6d44cbebd7d?cid=b1b7bb35faa34eac9690da4b561aa86f
52,5eXAi2uaM8svO10w69RAqF,Classical,0.163,0.153,3,-17.256,1,0.0318,0.986,0.666,0.104,0.156,81.466,274507,3,https://p.scdn.co/mp3-preview/04fb5094555ea46d992e3523828f015af6cd2029?cid=b1b7bb35faa34eac9690da4b561aa86f
53,6LGkEuLVrk8LJbuO5Ys5En,Classical,0.233,0.0101,8,-30.54,0,0.0397,0.985,0.852,0.0926,0.0737,78.664,215030,3,
54,2dYYg8SuuB7vG5JvgqLDA2,Classical,0.697,0.158,10,-18.295,1,0.0418,0.994,0.88,0.11,0.474,132.101,100000,4,https://p.scdn.co/mp3-preview/bc030ae6977730d0bb7c7a491c24be5363969282?cid=b1b7bb35faa34eac9690da4b561aa86f
55,4a96300RvLAQoYYPAGDB1c,Classical,0.234,0.122,7,-18.561,1,0.0619,0.989,0.441,0.104,0.223,78.622,117675,4,https://p.scdn.co/mp3-preview/41382d40cd68482c81a74a1d578d68ff6cf208a0?cid=b1b7bb35faa34eac9690da4b561aa86f
56,1z85kgMFuk4XXHnL6DaPl8,Classical,0.22,0.0145,6,-30.589,1,0.0354,0.994,0.909,0.0854,0.0498,65.416,360627,4,https://p.scdn.co/mp3-preview/45cb304824d3d7eb776230fb4306143d09b188c3?cid=b1b7bb35faa34eac9690da4b561aa86f
57,0S0fI74eK541pvVioiXLeX,Classical,0.339,0.293,10,-15.766,1,0.0471,0.984,0.937,0.172,0.65,162.368,392787,4,https://p.scdn.co/mp3-preview/1683b6b0064418e4c6fefd0ddad45dde50a2034d?cid=b1b7bb35faa34eac9690da4b561aa86f
58,5Kohlud3JbV1NvWpnUGKRl,Classical,0.518,0.379,11,-14.17,0,0.0596,0.703,0.0144,0.115,0.544,77.14,371240,4,https://p.scdn.co/mp3-preview/07ec9e08e6ca4a032d570a51b8abdebb99dcd53e?cid=b1b7bb35faa34eac9690da4b561aa86f
59,0zkUMp4yNtkoF81Vz2s0wi,Classical,0.373,0.0643,10,-19.822,1,0.0454,0.959,0.277,0.0803,0.483,143.185,223093,4,https://p.scdn.co/mp3-preview/4f449f6d45ccdd4d2f8e854ccc4f0faf345e5d07?cid=b1b7bb35faa34eac9690da4b561aa86f
60,57MQkVn6VdqCHCYr2i6kVS,Classical,0.329,0.129,7,-16.313,1,0.0313,0.798,0.873,0.142,0.0383,141.85,261803,4,https://p.scdn.co/mp3-preview/e1e77ce642659b97626bd806237f4801a6c4e92d?cid=b1b7bb35faa34eac9690da4b561aa86f
61,4lr5mye1VerMXRA6KlBOi3,Classical,0.299,0.272,1,-13.575,1,0.033,0.588,0.212,0.119,0.518,145.843,193357,4,https://p.scdn.co/mp3-preview/01d40ed1cd7b16ddb81333639204fac29a34625f?cid=b1b7bb35faa34eac9690da4b561aa86f
62,0MJbkehic2iN5I8Bsuv3sW,Classical,0.2,0.13,2,-22.939,0,0.0447,0.99,0.0,0.0917,0.0737,126.634,167524,4,https://p.scdn.co/mp3-preview/d47edef8148c31dd2a6d6398e9fe673276476d10?cid=b1b7bb35faa34eac9690da4b561aa86f
63,1cRP13puWsdCxDcsE2Nbqm,Classical,0.369,0.256,2,-19.411,1,0.0379,0.98,0.836,0.109,0.721,85.265,208225,4,https://p.scdn.co/mp3-preview/b5c2e065630f9f256ed562e6897f9e278f0242e8?cid=b1b7bb35faa34eac9690da4b561aa86f
64,2rfIwt0N4dszt5wSPby7yN,Classical,0.446,0.147,6,-18.848,1,0.0532,0.868,0.000394,0.0902,0.495,77.811,236613,4,https://p.scdn.co/mp3-preview/34c8d3303ac0b7ec6fd78ad0d8b2b46bd58183de?cid=b1b7bb35faa34eac9690da4b561aa86f
65,2V6wPcZzNlrnbseIvbK2ns,Classical,0.271,0.0795,10,-18.347,0,0.0368,0.992,0.907,0.127,0.102,132.248,237133,4,https://p.scdn.co/mp3-preview/4e03856c821e27baab224dbb7e8d4693ce0708ad?cid=b1b7bb35faa34eac9690da4b561aa86f
66,0JMYSUNKN64HEVuaJuqIPq,Classical,0.266,0.0321,11,-23.032,0,0.0454,0.966,0.0049,0.195,0.12,89.876,214007,4,https://p.scdn.co/mp3-preview/019d4a15f4568474190d7dba1626f161c16b1fc3?cid=b1b7bb35faa34eac9690da4b561aa86f
67,2P4b6J38CAHV16mkAynVw4,Classical,0.503,0.144,2,-16.082,1,0.0728,0.975,0.11,0.0971,0.166,92.888,299320,4,https://p.scdn.co/mp3-preview/f2c7a942fbe5153038e26ae7bebb70c068c74937?cid=b1b7bb35faa34eac9690da4b561aa86f
68,6KrqyEVkeavWsTWFnbtyxq,Classical,0.537,0.109,5,-22.594,1,0.0575,0.955,0.866,0.0781,0.617,120.929,118120,4,https://p.scdn.co/mp3-preview/8951c0558feaa384093dfe9582692ea083dec27b?cid=b1b7bb35faa34eac9690da4b561aa86f
69,5LSjrhfG4IXPFfgBjcm4gd,Classical,0.14,0.0192,2,-28.456,1,0.045,0.971,0.401,0.082,0.0355,62.422,499640,4,https://p.scdn.co/mp3-preview/bb47bf9343af06a814910f31e003080c68805d95?cid=b1b7bb35faa34eac9690da4b561aa86f
70,1ujtxQOBusdYi83Lp3ltOo,Classical,0.344,0.196,2,-13.225,1,0.0341,0.944,0.709,0.0708,0.0935,130.133,269071,3,https://p.scdn.co/mp3-preview/45037d979b33ff5d6ad1b1423b321da0e6f58b81?cid=b1b7bb35faa34eac9690da4b561aa86f
71,2BIXzNuTXWLt1z4AdLgVuN,Classical,0.11,0.00763,6,-30.073,0,0.0449,0.969,0.000871,0.15,0.103,80.306,320000,4,https://p.scdn.co/mp3-preview/786f703983313685f0766cb963ae1cd9c12151c2?cid=b1b7bb35faa34eac9690da4b561aa86f
72,1dZCUeDrTZaZeCxZjmYJH9,Classical,0.356,0.13,11,-17.07,1,0.0442,0.951,0.116,0.261,0.231,119.507,231373,4,https://p.scdn.co/mp3-preview/18b48b88ec494ed761536897cb9d3e708cd48592?cid=b1b7bb35faa34eac9690da4b561aa86f
73,631zjqifUs0KP3tC1O8tsP,Classical,0.461,0.0223,8,-27.012,1,0.0434,0.994,0.839,0.138,0.276,97.023,194827,4,https://p.scdn.co/mp3-preview/7b5c2ffdfd17ea0177cecaf828a6bd3ce01d46f4?cid=b1b7bb35faa34eac9690da4b561aa86f
74,0Oqv5IaZYPBmWzbAzHYRXk,Classical,0.255,0.167,10,-24.51,0,0.0363,0.955,0.927,0.107,0.287,135.099,174510,4,https://p.scdn.co/mp3-preview/1f77b7d513444d01c5cbdfbc845ba40ea957418e?cid=b1b7bb35faa34eac9690da4b561aa86f
75,0ki5CEUMlajRzt9R3C23gl,Classical,0.0652,0.0421,0,-24.754,0,0.0444,0.992,0.203,0.0851,0.0311,69.657,232280,4,https://p.scdn.co/mp3-preview/1e75fce1ff3b9ddda3c3444539b3c6263c6faef4?cid=b1b7bb35faa34eac9690da4b561aa86f
76,4SJWRyVhrsOks4YYLYtMKg,Classical,0.478,0.169,5,-16.338,1,0.0665,0.981,0.0002,0.1,0.491,182.728,98320,4,https://p.scdn.co/mp3-preview/8519592bad68c6a1eb063a5208b7bc13ece255a6?cid=b1b7bb35faa34eac9690da4b561aa86f
77,1czcWhML9PDD8R38DNEDXE,Classical,0.237,0.255,7,-15.748,1,0.0363,0.887,0.619,0.0859,0.121,102.785,505960,4,https://p.scdn.co/mp3-preview/d6b17d67ab0b78dd1e2c1fa02bdd99dbba487217?cid=b1b7bb35faa34eac9690da4b561aa86f
78,4QN7ohBKkSqKhOvXF2wysb,Classical,0.51,0.0785,9,-21.779,0,0.0604,0.771,8.74e-05,0.0741,0.429,121.218,349158,3,https://p.scdn.co/mp3-preview/00ecca8cb3bfa6df50a49a53834c97ec55e9aa57?cid=b1b7bb35faa34eac9690da4b561aa86f
79,26qB1TYMoTqBrS0jzgHIwd,Classical,0.352,0.136,9,-22.928,0,0.0584,0.883,2.74e-06,0.115,0.268,120.24,117598,4,https://p.scdn.co/mp3-preview/7b531490f7e2ef8f9952309a3cca9189254665ec?cid=b1b7bb35faa34eac9690da4b561aa86f
80,1EauYducUZ4nqESZg36IB9,Classical,0.0853,0.136,10,-19.408,1,0.0459,0.754,0.945,0.0787,0.0299,168.935,284347,3,https://p.scdn.co/mp3-preview/ef4657b66c58c6011e86d6482ffd9dcebb6a914f?cid=b1b7bb35faa34eac9690da4b561aa86f
81,2Us88dLfdTof8jHGjwJpWq,Classical,0.328,0.148,4,-16.738,0,0.043,0.973,0.0522,0.314,0.0879,80.414,123573,4,https://p.scdn.co/mp3-preview/a5b4c5d8603ed36c4595a1f68d96d2213dba5df0?cid=b1b7bb35faa34eac9690da4b561aa86f
82,7eQEnLYUE4U2N3LUsHy1Jl,Classical,0.484,0.0658,1,-24.129,0,0.0421,0.983,0.902,0.121,0.155,132.677,131761,4,https://p.scdn.co/mp3-preview/1169d994c164dd7537435cdd6c63e7d28994e5d3?cid=b1b7bb35faa34eac9690da4b561aa86f
83,6QD40NXEVvuBF6iobeujpy,Classical,0.471,0.0626,5,-23.716,1,0.0309,0.981,0.907,0.1,0.163,92.335,175968,4,https://p.scdn.co/mp3-preview/67f9016033f2c323ce8bf559a0784d46c6fe547a?cid=b1b7bb35faa34eac9690da4b561aa86f
84,0WagYQ1cfJKiaI5dMJxWuO,Classical,0.235,0.176,5,-15.861,0,0.0431,0.872,0.00207,0.121,0.039,78.49,181453,1,https://p.scdn.co/mp3-preview/62ce417806d6800ddd071b5b57cde8b200597c58?cid=b1b7bb35faa34eac9690da4b561aa86f
85,5BPLktfYWbYOn6cBrqwxT9,Classical,0.324,0.0039,8,-36.704,1,0.043,0.816,0.468,0.254,0.0614,67.573,65000,4,https://p.scdn.co/mp3-preview/75c6f76df65921317b7672c2cb92cc99ee2f498f?cid=b1b7bb35faa34eac9690da4b561aa86f
86,4vvBdlj7KYjYyZFTeatisj,Classical,0.224,0.246,9,-13.079,0,0.036,0.921,0.0006,0.112,0.0713,135.327,350360,3,https://p.scdn.co/mp3-preview/913f611bc95cf1f158424cd5dbce89c71de7c044?cid=b1b7bb35faa34eac9690da4b561aa86f
87,5QTnrRAZNGN52Xf5EwQtjN,Classical,0.311,0.15,9,-17.044,0,0.0574,0.978,0.0798,0.163,0.0998,120.746,188695,5,https://p.scdn.co/mp3-preview/ed34e150d37c99aa07533172b51b908cf34d88a8?cid=b1b7bb35faa34eac9690da4b561aa86f
88,6R0nxWyQgBgytg2cHRXxEV,Classical,0.156,0.0438,5,-22.747,1,0.0431,0.818,0.894,0.506,0.0314,90.99,248067,4,https://p.scdn.co/mp3-preview/b834219efadb5cbdac872bc546c46eb3dbbdb955?cid=b1b7bb35faa34eac9690da4b561aa86f
89,37dpjlP82kvR8dDOXGHuU2,Classical,0.406,0.176,1,-18.675,1,0.038,0.909,0.566,0.0521,0.132,148.157,399365,4,https://p.scdn.co/mp3-preview/bb97538535dde1f89da049bb86d5a9928289679a?cid=b1b7bb35faa34eac9690da4b561aa86f
90,23apzpWIu7wFSeiXJrmMTq,Classical,0.318,0.262,6,-14.252,1,0.0435,0.918,0.0,0.339,0.393,99.302,324293,5,https://p.scdn.co/mp3-preview/59e6c923af42a2d0303c3eecddbceba8b44a69fe?cid=b1b7bb35faa34eac9690da4b561aa86f
91,4XUfRdhUi5JFJ8iApD8yGc,Classical,0.216,0.0652,2,-22.556,0,0.0489,0.952,0.163,0.0746,0.0405,94.376,390175,4,https://p.scdn.co/mp3-preview/8bf0ee4b2bf905711b042ecbe4709697e981f878?cid=b1b7bb35faa34eac9690da4b561aa86f
92,2L6modSpGmHxkbeNXZu5Ee,Classical,0.267,0.119,7,-21.402,1,0.0482,0.993,0.869,0.0957,0.226,86.404,330081,4,https://p.scdn.co/mp3-preview/77e608d5bafdfd30b9cb81b21e0e023793803ec3?cid=b1b7bb35faa34eac9690da4b561aa86f
93,5XGYTNmxDgILngESzEwylu,Classical,0.404,0.283,10,-17.0,1,0.0348,0.977,0.888,0.0863,0.0962,100.5,401013,4,https://p.scdn.co/mp3-preview/d4b1c1c0bc15a2dcdb55eb126eaff6ec7813da48?cid=b1b7bb35faa34eac9690da4b561aa86f
94,61dYvvfIRtIDFuqZypPAta,Classical,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,4,https://p.scdn.co/mp3-preview/5c5c328aa39d0a292ec2f55bc79832db3635292a?cid=b1b7bb35faa34eac9690da4b561aa86f
95,61dYvvfIRtIDFuqZypPAta,Classical,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,4,https://p.scdn.co/mp3-preview/5c5c328aa39d0a292ec2f55bc79832db3635292a?cid=b1b7bb35faa34eac9690da4b561aa86f
96,61dYvvfIRtIDFuqZypPAta,Classical,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,4,https://p.scdn.co/mp3-preview/5c5c328aa39d0a292ec2f55bc79832db3635292a?cid=b1b7bb35faa34eac9690da4b561aa86f
97,61dYvvfIRtIDFuqZypPAta,Classical,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,4,https://p.scdn.co/mp3-preview/5c5c328aa39d0a292ec2f55bc79832db3635292a?cid=b1b7bb35faa34eac9690da4b561aa86f
98,4SFBV7SRNG2e2kyL1F6kjU,Classical,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4,
99,4SFBV7SRNG2e2kyL1F6kjU,Classical,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4,
100,4SFBV7SRNG2e2kyL1F6kjU,Classical,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4,
101,4SFBV7SRNG2e2kyL1F6kjU,Classical,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4,
102,3zLTPuucd3e6TxZnu2dlVS,Classical,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,212067,3,https://p.scdn.co/mp3-preview/8602651c0c75b98e27d50337835abe5cd9f95b86?cid=b1b7bb35faa34eac9690da4b561aa86f
103,3zLTPuucd3e6TxZnu2dlVS,Classical,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,212067,3,https://p.scdn.co/mp3-preview/8602651c0c75b98e27d50337835abe5cd9f95b86?cid=b1b7bb35faa34eac9690da4b561aa86f
