,Unnamed: 0,id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url
157,157,04eShjKTWijeJJqGnhxpYK,Classical,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,200360,3,https://p.scdn.co/mp3-preview/1f342f2479f0fe6ae2c084540d1b9e5a6ae76348?cid=b1b7bb35faa34eac9690da4b561aa86f
161,161,4YPPXfCUuKEWvvsnl64BEA,Classical,0.0946,0.0129,4,-32.298,0,0.0491,0.903,0.294,0.082,0.0382,82.741,933076,4,https://p.scdn.co/mp3-preview/1dbcc82090698f0eac865ce61c89c52fcc0b6f23?cid=b1b7bb35faa34eac9690da4b561aa86f
166,166,3GecLjGMqzjmgkvy2v41Wf,Classical,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,357747,1,https://p.scdn.co/mp3-preview/ad7da66c6e6b3499b647ebcacb6a92406a0f8b39?cid=b1b7bb35faa34eac9690da4b561aa86f
167,167,2MSgFefjK0T7Iwjvr3OKqV,Classical,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,259493,4,https://p.scdn.co/mp3-preview/e6c85252b818afd6bb03fe316cbac3716665df82?cid=b1b7bb35faa34eac9690da4b561aa86f
168,168,2u9VGZmVz7Rm01SfDgzcfA,Classical,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,293147,3,https://p.scdn.co/mp3-preview/a3f2cb8e5bc8f64631d7087fc779e1d7ec3515ae?cid=b1b7bb35faa34eac9690da4b561aa86f
172,172,3af6PvJHP8XlFMWeuN7bF8,Classical,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,337840,4,https://p.scdn.co/mp3-preview/7650aaf0ed74d38c6a05ff4d2ecd73d4f5ef1d80?cid=b1b7bb35faa34eac9690da4b561aa86f
175,175,62yRch6aOnrQ44oftphdDq,Classical,0.319,0.0462,9,-26.425,0,0.0388,0.98,0.833,0.0942,0.037,113.946,766213,4,https://p.scdn.co/mp3-preview/6000f9d2a707ec088c3fded160cd8a3700b73991?cid=b1b7bb35faa34eac9690da4b561aa86f
176,176,2Z4aQJh0kesRMookvtfR4y,Classical,0.302,0.119,9,-18.059,0,0.0386,0.975,0.887,0.11,0.0381,94.4,820853,4,https://p.scdn.co/mp3-preview/bf5b9e36e2f9b93f12dd73e80347e5b15828bc6b?cid=b1b7bb35faa34eac9690da4b561aa86f
177,177,0S0YKiEdR9cT9pYgEaTevF,Classical,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800,3,https://p.scdn.co/mp3-preview/db6ce746f22800aafbfaeec7b14aecc8046903cc?cid=b1b7bb35faa34eac9690da4b561aa86f
178,178,1CSaCKPIp2yCIDL3t7Fyau,Classical,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,537427,3,https://p.scdn.co/mp3-preview/d7647b9586e5fba1acb051c0b53e538cd6319431?cid=b1b7bb35faa34eac9690da4b561aa86f
179,179,5pjDwtMPly0cNMbuGXhUOI,Classical,0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,4,https://p.scdn.co/mp3-preview/709b7b8874809fcab8a76ef9a7339b47193d1eb6?cid=b1b7bb35faa34eac9690da4b561aa86f
180,180,2nVt0n0aSj3AwZjakMvDHX,Classical,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,592040,3,https://p.scdn.co/mp3-preview/bdab88ebf16434cdb64dfe42db5bf3d9a2cbc712?cid=b1b7bb35faa34eac9690da4b561aa86f
181,181,4Dcm4KMuDz0l01weeSpD4J,Classical,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,642573,4,https://p.scdn.co/mp3-preview/c9e05bb351dfdbe1544172ea1911c1951be48a24?cid=b1b7bb35faa34eac9690da4b561aa86f
184,184,3MRQn2RYo2VLYMoStnLRxu,Classical,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587,3,https://p.scdn.co/mp3-preview/759005c6c03aa4ebaec877f61df7f36d011cdfb3?cid=b1b7bb35faa34eac9690da4b561aa86f
200,200,0xX7kREWmOGBWzYNcpZwRN,Classical,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,364093,4,https://p.scdn.co/mp3-preview/19a1fdb3dc572486a47d7cd01a73b2f065ad2f88?cid=b1b7bb35faa34eac9690da4b561aa86f
209,209,1Oo7XEqkrwifJn17aA0ocF,Classical,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733,4,https://p.scdn.co/mp3-preview/83e86903458eda0bd082214175d2bb75ceffdc64?cid=b1b7bb35faa34eac9690da4b561aa86f
258,258,3VQ7hwiEfaHDl3AySgyaiR,Classical,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,153267,4,https://p.scdn.co/mp3-preview/e6e4eeaf5cc6d833a6c6bd8a421369d3b34b5fb0?cid=b1b7bb35faa34eac9690da4b561aa86f
260,260,6cC6h5E351deEGFd7Kh9uy,Classical,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,268853,4,https://p.scdn.co/mp3-preview/484f23bbedb5ae024b2c5e4a06a4f0523bfe5b7d?cid=b1b7bb35faa34eac9690da4b561aa86f
282,282,7HSs4srn1qnZhh7WRWBVOk,Classical,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,341693,4,https://p.scdn.co/mp3-preview/1898d691b0162e775513a9ca0ac1a8a55d487702?cid=b1b7bb35faa34eac9690da4b561aa86f
287,287,1MiWGSGDC5mGoP3MNclZ7s,Classical,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,208587,3,https://p.scdn.co/mp3-preview/b4ad03c40412b2b2ec0bbc79c3793dc5e2208fe8?cid=b1b7bb35faa34eac9690da4b561aa86f
288,288,3Rw0Rg4LjlYnuxIyioW3vg,Classical,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,397640,3,https://p.scdn.co/mp3-preview/3a807a16556679501040f4ecede58e16a566d6ff?cid=b1b7bb35faa34eac9690da4b561aa86f
289,289,6VDHdry8ytOL2WWbePDxSD,Classical,0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,195333,4,https://p.scdn.co/mp3-preview/ae3f5eb7217431af5f651f15e831df5bfc511f2d?cid=b1b7bb35faa34eac9690da4b561aa86f
294,294,64ZxBE1ZgK4C0lGljXzDcG,Classical,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,204147,4,https://p.scdn.co/mp3-preview/ebd38994e559d85e630167323f127b4e80471db9?cid=b1b7bb35faa34eac9690da4b561aa86f
295,295,6kg7bfwsTKzRqnBGGv4VqR,Classical,0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,580253,4,https://p.scdn.co/mp3-preview/9859abd5946c95ee79b645e5b61eaf37b1745e61?cid=b1b7bb35faa34eac9690da4b561aa86f
297,297,2ml2xRwuFLv7NtDPzyssfL,Classical,0.243,0.0325,8,-23.379,1,0.0454,0.992,0.879,0.108,0.0404,74.26,237960,3,https://p.scdn.co/mp3-preview/23a3089a9ec451b1001f4b7ef1a72eaed0d6157b?cid=b1b7bb35faa34eac9690da4b561aa86f
307,307,7uf3aFC1msj0t5cYImgOWy,Classical,0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,209373,4,https://p.scdn.co/mp3-preview/3cf48579e882c032a211b1cffb089a1b904ae099?cid=b1b7bb35faa34eac9690da4b561aa86f
308,308,2fC30Rt5tFa6FA2jNb4fiz,Classical,0.327,0.332,7,-12.971,0,0.0404,0.877,0.751,0.129,0.285,118.85,435160,4,https://p.scdn.co/mp3-preview/2ccc828aea554d645fd16fac252b6229882188c7?cid=b1b7bb35faa34eac9690da4b561aa86f
315,315,1aTpzY2ggWHhPi8p2f56u1,Classical,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,224133,5,https://p.scdn.co/mp3-preview/0d3f0ebf9738aab714e8ed921266cc00c62b32b8?cid=b1b7bb35faa34eac9690da4b561aa86f
317,317,0mcgXc8P5GyGtP9aY7zir6,Classical,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,273562,4,https://p.scdn.co/mp3-preview/66a7b0978d850a80bdf57cde8d7731969dd8d93e?cid=b1b7bb35faa34eac9690da4b561aa86f
319,319,3jLcwFns5S9OYQojN8XAkJ,Classical,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,775307,4,https://p.scdn.co/mp3-preview/5527463024327479389f79562aa1602aa6432651?cid=b1b7bb35faa34eac9690da4b561aa86f
321,321,4fDodwdZ1LBDL2I2WCnUMY,Classical,0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,84267,4,https://p.scdn.co/mp3-preview/4441c264976096b074aeb91560095d73102dfd2a?cid=b1b7bb35faa34eac9690da4b561aa86f
323,323,72jIJDADnBLJKXV2yxv5N0,Classical,0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,626240,1,https://p.scdn.co/mp3-preview/80bdbb2298bcceff8ba1f8201ee7396c1e827122?cid=b1b7bb35faa34eac9690da4b561aa86f
325,325,246ntJR3A2s7B5E40FTCLf,Classical,0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,224640,4,https://p.scdn.co/mp3-preview/aaafd377d2476cecaaffe9f76e96cbc856b13ed9?cid=b1b7bb35faa34eac9690da4b561aa86f
326,326,0w4LgJ5G1Xz5jLS3HX8oyq,Classical,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,1050893,4,https://p.scdn.co/mp3-preview/2a534a8234f62b842035e8cce7b8f6267b72dc21?cid=b1b7bb35faa34eac9690da4b561aa86f
327,327,1qRK1V8UVuAke4GhYtvJ9A,Classical,0.151,0.00818,3,-33.936,0,0.0367,0.91,0.898,0.101,0.0353,70.092,198759,4,https://p.scdn.co/mp3-preview/749b395bfd0539fcc5fb4fc6a276170b8d09e5d8?cid=b1b7bb35faa34eac9690da4b561aa86f
328,328,3sAYxq1986j3ydqLv6jwUJ,Classical,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,432533,0,https://p.scdn.co/mp3-preview/bec0df08fe3c5c9621af91331b984f3ddb2fd9ee?cid=b1b7bb35faa34eac9690da4b561aa86f
329,329,2dEbRirkEtImY7HdYxrgRS,Classical,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,349760,4,https://p.scdn.co/mp3-preview/1f6ef6c8a1abab6c76659e6255aa549d199ecf94?cid=b1b7bb35faa34eac9690da4b561aa86f
333,333,408VC5UfnAh3Uhl0RQpbkA,Classical,0.302,0.0355,0,-24.074,1,0.0363,0.932,0.304,0.043,0.186,115.104,716933,4,https://p.scdn.co/mp3-preview/b977a62c324ed24ab1890b4acefa3512e4e8e7c2?cid=b1b7bb35faa34eac9690da4b561aa86f
336,336,63cA2QfqtWZa0GGPZnYc0K,Classical,0.0999,0.0241,2,-25.651,1,0.0432,0.98,0.766,0.0623,0.0396,89.001,532040,3,https://p.scdn.co/mp3-preview/d46e12a743b4a48ab1ceb2b9454af75173f5b355?cid=b1b7bb35faa34eac9690da4b561aa86f
340,340,5CfxpBCYwfB17MMgARumHl,Classical,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,462162,4,https://p.scdn.co/mp3-preview/9e4d8586b36b3dc482f7705ffd04c36e56191e5a?cid=b1b7bb35faa34eac9690da4b561aa86f
348,348,1dFVnX4mJTnWubAPE8S3OR,Classical,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,662600,4,https://p.scdn.co/mp3-preview/3224422a36229b517fe48520106f3a9c3e9b5b87?cid=b1b7bb35faa34eac9690da4b561aa86f
349,349,14rZjW3RioG7WesZhYESso,Classical,0.483,0.192,4,-15.378,0,0.0469,0.991,0.908,0.106,0.0542,100.848,140733,4,https://p.scdn.co/mp3-preview/df24e196f6607178532177beefb9acf8b73fa68b?cid=b1b7bb35faa34eac9690da4b561aa86f
350,350,6vS8JCT9WqTFeAuu8smjRF,Classical,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,183267,4,https://p.scdn.co/mp3-preview/1b23879d2841ca804dcac242f22efc982dcd757e?cid=b1b7bb35faa34eac9690da4b561aa86f
351,351,1Lw8az0pvHNLIhOT2DWQ9W,Classical,0.184,0.109,11,-18.185,0,0.0413,0.935,0.945,0.129,0.0374,105.838,106960,3,https://p.scdn.co/mp3-preview/9aff3300c584f89cb311c8a520d59d140fd99dfd?cid=b1b7bb35faa34eac9690da4b561aa86f
355,355,3pzBD8BVdrv7VJ7glRYshl,Classical,0.364,0.0592,2,-21.757,1,0.057,0.978,0.0,0.0823,0.185,123.789,275467,4,https://p.scdn.co/mp3-preview/20e33fc6a9b51acc8f0b89d4fb1a133c93b7a7de?cid=b1b7bb35faa34eac9690da4b561aa86f
357,357,6mhQ7eOHaV0ur2ooKTavW1,Classical,0.173,0.182,3,-18.848,1,0.0437,0.886,0.894,0.224,0.0781,70.831,905667,4,https://p.scdn.co/mp3-preview/7783e1588a45e1a46fdb03c8650fe23c41d54d98?cid=b1b7bb35faa34eac9690da4b561aa86f
362,362,6HknRM996YMa7VSBFYlnPJ,Classical,0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,485667,4,https://p.scdn.co/mp3-preview/6b4ced31fc1d986393562f63e2d85fffdcc518f8?cid=b1b7bb35faa34eac9690da4b561aa86f
363,363,7FTzC8srNaQ0fTNOCyPeib,Classical,0.366,0.0433,4,-30.56,1,0.0416,0.99,0.903,0.085,0.356,88.452,204007,4,https://p.scdn.co/mp3-preview/ff434996d09811de55cd371813617a30efe26f7d?cid=b1b7bb35faa34eac9690da4b561aa86f
365,365,3Ii2KG3YLrC0KNbuJKAFj2,Classical,0.099,0.0567,1,-20.712,1,0.0398,0.96,0.81,0.104,0.0456,82.744,170400,4,https://p.scdn.co/mp3-preview/f18d7b7be7f505b9e62aaf5c6fee1a0deb513def?cid=b1b7bb35faa34eac9690da4b561aa86f
366,366,7lCXrO0Axkl0l0TjCOkFLN,Classical,0.152,0.0104,1,-29.801,1,0.0348,0.981,0.00198,0.12,0.0345,103.39,332720,3,https://p.scdn.co/mp3-preview/59137ad79809fdc86f39f38ad60e638895af5bd2?cid=b1b7bb35faa34eac9690da4b561aa86f
368,368,123zFAGx0F5ScgrLrCWGDX,Classical,0.119,0.031,2,-31.179,1,0.0483,0.964,0.165,0.111,0.0388,88.858,156573,4,https://p.scdn.co/mp3-preview/8acd4089947e7be14558bfcc81334c2c7eb45048?cid=b1b7bb35faa34eac9690da4b561aa86f
374,374,3POuw6qjxYxsySeGC3my1c,Classical,0.134,0.177,5,-16.486,1,0.0429,0.547,0.356,0.108,0.0639,86.181,176547,3,https://p.scdn.co/mp3-preview/0115b2bd9347192e64eade84f41b43cd910e0458?cid=b1b7bb35faa34eac9690da4b561aa86f
376,376,7x5ULIYm82gnWvhYCXfzyj,Classical,0.176,0.132,1,-16.932,1,0.0408,0.953,0.586,0.0886,0.0835,74.287,119627,4,https://p.scdn.co/mp3-preview/d9dab11a966d104eb90fad9bba2c82bd8ddb1882?cid=b1b7bb35faa34eac9690da4b561aa86f
383,383,2z7iDr3N4NbW4VmwpQWbTS,Classical,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,307893,4,https://p.scdn.co/mp3-preview/7e9057f84b7ff6fbcf227db729723c42c218820c?cid=b1b7bb35faa34eac9690da4b561aa86f
387,387,2Cc5z5swQrDqZiyCkZ0TnF,Classical,0.262,0.107,4,-17.973,1,0.0448,0.959,0.463,0.195,0.136,76.65,147040,4,https://p.scdn.co/mp3-preview/680ce0cd23e7a39eb5a0a3cbda680a9ce44a4d61?cid=b1b7bb35faa34eac9690da4b561aa86f
388,388,1SHixA41Vy0TTlJJSX9Gbo,Classical,0.354,0.208,10,-17.761,1,0.0388,0.948,0.918,0.0802,0.327,148.049,431787,4,https://p.scdn.co/mp3-preview/e69cc1a6caa9da4fc585117ba3060d8a531a7f76?cid=b1b7bb35faa34eac9690da4b561aa86f
389,389,5bi8ryL6gy6a1BRXOf43y9,Classical,0.235,0.166,5,-19.632,1,0.0347,0.992,0.87,0.101,0.0356,101.182,295560,4,https://p.scdn.co/mp3-preview/225ad2fddb2aed4fcf42df848ab2fa977d258434?cid=b1b7bb35faa34eac9690da4b561aa86f
390,390,2842sfEeH0y3YinrowwkX0,Classical,0.443,0.177,2,-17.215,1,0.0361,0.842,0.762,0.0998,0.367,74.39,381452,4,https://p.scdn.co/mp3-preview/db47e0f1386e88d6f51dc252842d99a551cef970?cid=b1b7bb35faa34eac9690da4b561aa86f
392,392,5a0nC0tGDJBpGMZu3PeekY,Classical,0.164,0.0185,3,-30.778,0,0.0412,0.988,0.888,0.0801,0.078,86.65,157067,4,https://p.scdn.co/mp3-preview/90c1ace4028c151643011afcc9981f4671c6d88c?cid=b1b7bb35faa34eac9690da4b561aa86f
393,393,18QVbIw5S0MJHGWF2qLX75,Classical,0.5,0.0123,5,-30.17,1,0.0712,0.995,0.954,0.0748,0.313,130.128,186840,3,https://p.scdn.co/mp3-preview/56b40c6dfd4228d3239d87532e90dc9f80e6d0d6?cid=b1b7bb35faa34eac9690da4b561aa86f
394,394,36ArELybUeOgq9TCjrMsIb,Classical,0.0704,0.0657,8,-19.466,1,0.0387,0.948,0.874,0.108,0.0361,61.017,1150160,4,https://p.scdn.co/mp3-preview/dad916a4c056af69b270cfaa6b510daa9e4331ab?cid=b1b7bb35faa34eac9690da4b561aa86f
395,395,5NQ41wfi4Pykv4eDTlAoIs,Classical,0.0667,0.047,9,-25.426,1,0.0425,0.928,0.9,0.0652,0.0281,75.446,596000,4,https://p.scdn.co/mp3-preview/81efa2e0a5a862c8eaa7da44b748df0e4905650f?cid=b1b7bb35faa34eac9690da4b561aa86f
404,404,3nxaPqAOxUxkLhIhbvmv4t,Classical,0.441,0.319,3,-13.99,1,0.0392,0.829,0.0,0.0765,0.671,99.419,453507,4,https://p.scdn.co/mp3-preview/1e9da5e3cb0d364b5eda6815aa9dce69a2739e1e?cid=b1b7bb35faa34eac9690da4b561aa86f
407,407,1t4F79zRBJTwZAzmbO1LI0,Classical,0.106,0.227,3,-15.286,1,0.0462,0.877,0.738,0.112,0.0391,59.94,530280,4,https://p.scdn.co/mp3-preview/0e080824669beb4f55f82d3270ba917438e15d83?cid=b1b7bb35faa34eac9690da4b561aa86f
409,409,0Gh45IbIKOG9IucFfrZqLT,Classical,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,424307,4,https://p.scdn.co/mp3-preview/c3c80fc799afcb0961bff3d680ab2751f39377e4?cid=b1b7bb35faa34eac9690da4b561aa86f
410,410,06am46cX3Z6YlSsg0TyVHA,Classical,0.444,0.116,4,-23.172,0,0.041,0.977,0.868,0.0862,0.512,150.319,145613,4,https://p.scdn.co/mp3-preview/a9e0958289d16648aa36c2d0dc2ce3b3c9b134e9?cid=b1b7bb35faa34eac9690da4b561aa86f
411,411,67TCAXIe154ZGDNaWceqxC,Classical,0.159,0.0401,7,-27.516,1,0.0446,0.984,0.76,0.156,0.106,106.239,462627,4,https://p.scdn.co/mp3-preview/88dfa8a0958de6d56037044da5d53962786705c2?cid=b1b7bb35faa34eac9690da4b561aa86f
413,413,7wvy3ROg2vEJyWgjDvMD8m,Classical,0.0874,0.0474,4,-23.13,0,0.0532,0.924,0.768,0.149,0.0331,72.393,236827,3,https://p.scdn.co/mp3-preview/781e66316aeba827b244815631ec729ad5c04aa6?cid=b1b7bb35faa34eac9690da4b561aa86f
415,415,1Q9JMojxHHF6JbEJAKJLgj,Classical,0.191,0.0946,10,-25.59,1,0.037,0.99,0.933,0.101,0.348,111.21,100347,4,https://p.scdn.co/mp3-preview/04b8cfb4261f8a326eb5afd5b3abab1ab17741e6?cid=b1b7bb35faa34eac9690da4b561aa86f
416,416,1CDEWKmyRTPWWa7uIKVSU4,Classical,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,208067,3,https://p.scdn.co/mp3-preview/52bb670b2e83d945317c192e5094e8a24783eddb?cid=b1b7bb35faa34eac9690da4b561aa86f
418,418,5UUNrbwbYIkNshq22NNKrX,Classical,0.194,0.101,11,-21.772,1,0.048,0.931,0.714,0.221,0.074,91.74,266733,3,https://p.scdn.co/mp3-preview/b5210a5def13ecf70ae08a494181c3a69d69cb8e?cid=b1b7bb35faa34eac9690da4b561aa86f
419,419,4VVEfBXep7FdOt524jkfLF,Classical,0.24,0.0834,6,-29.545,0,0.0499,0.978,0.944,0.0804,0.188,169.621,159320,4,https://p.scdn.co/mp3-preview/4284c8051d3092d9177f9bcffb3dd3e4c2ce4a62?cid=b1b7bb35faa34eac9690da4b561aa86f
424,424,76i4IBw3KsuDw783tvHB0e,Classical,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,249640,4,https://p.scdn.co/mp3-preview/db8939ca3d276c1beed9540147b3d5b56cfbbf33?cid=b1b7bb35faa34eac9690da4b561aa86f
426,426,0qFZYO72iBOhW7X6KbL44Q,Classical,0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,167640,3,https://p.scdn.co/mp3-preview/12020ff92759a00895920f40a76154694c5a821c?cid=b1b7bb35faa34eac9690da4b561aa86f
427,427,2xizRhme7pYeITbH1NLLGt,Classical,0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,166867,4,https://p.scdn.co/mp3-preview/a1fbfa63beffdd711a0e4689b5fe1cd77c771fc1?cid=b1b7bb35faa34eac9690da4b561aa86f
428,428,1Ojz92vyPK4fJ5K8RVnV5u,Classical,0.34,0.489,7,-15.316,1,0.0412,0.83,0.91,0.141,0.468,157.024,167880,3,https://p.scdn.co/mp3-preview/ecc2be28e84f8ed094173e92e43d7db785cb43ad?cid=b1b7bb35faa34eac9690da4b561aa86f
429,429,08B8Ki7qlUoT58Zd1trxkl,Classical,0.0733,0.0951,2,-24.366,0,0.0418,0.957,0.644,0.568,0.0731,180.489,198667,5,https://p.scdn.co/mp3-preview/98a8cb1191a6287c2f293f2b6e809ed40653a801?cid=b1b7bb35faa34eac9690da4b561aa86f
433,433,1e2QVQsoNAwAFROq8kN7M8,Classical,0.346,0.295,7,-14.477,0,0.044,0.941,0.341,0.112,0.113,120.267,422240,4,https://p.scdn.co/mp3-preview/600e599d55ee2083a190fc2f44cdeb9a2998b552?cid=b1b7bb35faa34eac9690da4b561aa86f
434,434,4GdHkkbUtc63Jr3JI5Pm19,Classical,0.241,0.106,4,-19.619,0,0.0351,0.886,0.897,0.71,0.122,132.514,735257,4,https://p.scdn.co/mp3-preview/95505753cd2ed1f0db37cdd5e9b8871d7b133e83?cid=b1b7bb35faa34eac9690da4b561aa86f
440,440,3By9jCy6b4dv5XnlhvIWwx,Classical,0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,134747,4,https://p.scdn.co/mp3-preview/c657f876857d6d28c659ee09a780d31ae2f39482?cid=b1b7bb35faa34eac9690da4b561aa86f
442,442,2e8MxBgVWMSQmxb2zcuCoq,Classical,0.251,0.219,7,-16.781,1,0.0323,0.929,0.933,0.0824,0.0965,89.997,325000,3,https://p.scdn.co/mp3-preview/8e90bf4fb5b19efd16c267f1423a8feb7e590627?cid=b1b7bb35faa34eac9690da4b561aa86f
444,444,0h4Yg2192HQ8jHEcGj2Piy,Classical,0.249,0.151,1,-20.443,0,0.0383,0.977,0.905,0.0598,0.0395,69.814,716720,3,https://p.scdn.co/mp3-preview/f303cef9dc8b596762c7d34be6ca5223fa203099?cid=b1b7bb35faa34eac9690da4b561aa86f
446,446,1D59AEzo3sTxaY0Ulg6fGq,Classical,0.642,0.199,10,-20.14,0,0.0504,0.796,0.0,0.0909,0.963,123.588,85827,4,https://p.scdn.co/mp3-preview/1037993f09c4319a7f5e8ed4928789c925967a9c?cid=b1b7bb35faa34eac9690da4b561aa86f
447,447,6lnttZF0hDaVyVZBEgpJ3I,Classical,0.369,0.189,2,-22.125,0,0.0426,0.964,0.819,0.0769,0.281,113.456,822307,4,https://p.scdn.co/mp3-preview/f43adebb19605a2f48c768e7b9e513a5cad6e3e5?cid=b1b7bb35faa34eac9690da4b561aa86f
449,449,52rpKiuzMZVzn9botBeLdi,Classical,0.351,0.238,7,-16.251,1,0.0354,0.902,0.313,0.353,0.259,124.014,168120,4,https://p.scdn.co/mp3-preview/d33a4f59799b34b09acf4a367bdfd711e0f208c4?cid=b1b7bb35faa34eac9690da4b561aa86f
450,450,5FGjk7ToA7tm8MVGwL9HZC,Classical,0.322,0.154,2,-18.765,1,0.0467,0.897,0.857,0.232,0.11,138.773,336320,4,https://p.scdn.co/mp3-preview/271b12db89f5b290177b329fd4095c2130ce3571?cid=b1b7bb35faa34eac9690da4b561aa86f
455,455,6tRUf0lhxiKjRXVEU4cPHY,Classical,0.434,0.142,7,-19.997,1,0.0364,0.946,0.939,0.102,0.556,89.569,178907,4,https://p.scdn.co/mp3-preview/7e984933521035f2f8f6a180760201cda4b0136a?cid=b1b7bb35faa34eac9690da4b561aa86f
458,458,3qFIwHZMt9EOhNjouKSstx,Classical,0.462,0.624,5,-8.213,0,0.0631,0.758,0.919,0.269,0.32,88.205,245587,4,https://p.scdn.co/mp3-preview/5ac2be11f41cf309b67d727b049bdd3ea6c454b4?cid=b1b7bb35faa34eac9690da4b561aa86f
459,459,4iYIRlCTOUE26lYwtvXEDY,Classical,0.539,0.375,7,-14.299,0,0.0554,0.96,0.00285,0.469,0.86,93.528,232293,4,https://p.scdn.co/mp3-preview/40f63cef0aca155e5c8083c91f9591340d0b33f4?cid=b1b7bb35faa34eac9690da4b561aa86f
461,461,4Y4ekj3NtkUogYrIa8KGrT,Classical,0.302,0.14,7,-17.966,0,0.0356,0.699,0.954,0.0863,0.0941,108.298,176667,4,https://p.scdn.co/mp3-preview/ed04637ca8236c8249bc7a796fbba0dc8c0e0984?cid=b1b7bb35faa34eac9690da4b561aa86f
464,464,4zivdobcTJyMbQjP719Sph,Classical,0.0733,0.0515,0,-21.442,1,0.039,0.792,0.846,0.0728,0.0347,79.26,1577827,4,https://p.scdn.co/mp3-preview/822a5aca5e6616b3481b7560c89309140f701db3?cid=b1b7bb35faa34eac9690da4b561aa86f
465,465,6pG5ExZiqflW7jFrd8KAtb,Classical,0.108,0.0959,10,-18.057,0,0.0407,0.964,0.863,0.0664,0.0357,80.398,1430840,4,https://p.scdn.co/mp3-preview/d92d81ed33f0a79054931e2214c1a67f8e549fd3?cid=b1b7bb35faa34eac9690da4b561aa86f
467,467,0EFVPhrcAJxu4r65BjkveH,Classical,0.473,0.175,8,-22.162,1,0.0399,0.909,0.866,0.114,0.381,117.247,387440,4,https://p.scdn.co/mp3-preview/8093049c0e55400a755cd6407492ca442ada0590?cid=b1b7bb35faa34eac9690da4b561aa86f
