id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url,mfcc_1Mean,mfcc_2Mean,mfcc_3Mean,mfcc_4Mean,mfcc_5Mean,mfcc_6Mean,mfcc_7Mean,mfcc_8Mean,mfcc_9Mean,mfcc_10Mean,mfcc_11Mean,mfcc_12Mean,mfcc_13Mean,chroma_1Mean,chroma_2Mean,chroma_3Mean,chroma_4Mean,chroma_5Mean,chroma_6Mean,chroma_7Mean,chroma_8Mean,chroma_9Mean,chroma_10Mean,chroma_11Mean,chroma_12Mean
5Gw8owErJLfkNxWCSwPQKJ,Metal,0.482,0.946,4,-3.23,0,0.0852,0.00251,0,0.0466,0.284,135.071,245861,4,https://p.scdn.co/mp3-preview/3b93dbd08328af4d568fb20928411b23c9d2b04d?cid=5fe60eee742d40ef853bb1ae66209140,51.114502,76.98289,-3.821474,20.712687,4.2308264,16.394978,-4.289935,7.2906594,-1.5057522,6.5521574,-1.6993961,9.455513,-5.010576,0.370762,0.33765337,0.3833244,0.3531124,0.49925226,0.40843195,0.5135493,0.50766367,0.36732346,0.47180843,0.4229551,0.5457308
0faXHILILebCGnJBPU6KJJ,Metal,0.392,0.964,10,-4.441,0,0.0644,7.13E-05,0.0387,0.106,0.269,167.024,200547,4,https://p.scdn.co/mp3-preview/97a0255d215d3b2b92e532b6adf743fce87f3bb9?cid=5fe60eee742d40ef853bb1ae66209140,25.825205,65.13473,-14.176758,40.304832,-0.9934062,15.013074,2.2515445,12.308795,1.4774545,9.32889,5.906445,5.14168,-4.0192127,0.43498045,0.42664343,0.46977466,0.543538,0.45198178,0.602034,0.40382877,0.42704645,0.5852177,0.47350866,0.52012897,0.3897633
4Yf5bqU3NK4kNOypcrLYwU,Metal,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,162600,4,https://p.scdn.co/mp3-preview/7060823638ea8f312d31ef12d96b08e0314c230c?cid=5fe60eee742d40ef853bb1ae66209140,54.313366,72.337135,-28.365437,16.022383,-2.0902438,7.730748,3.5992112,6.0738516,2.5443172,2.6438565,-3.0167735,-0.69729465,-6.2446504,0.33721992,0.43681931,0.32121873,0.3943284,0.4291276,0.37371102,0.35428557,0.42298824,0.73875725,0.60491794,0.4660446,0.39882725
08mG3Y1vljYA6bvDt4Wqkj,Metal,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,https://p.scdn.co/mp3-preview/81e64fa3a306418f6bb51325a93df0c75ea50d42?cid=5fe60eee742d40ef853bb1ae66209140,10.9180355,78.32149,-33.336773,23.47511,10.656975,1.6754999,-2.8677223,8.149686,-4.0727034,4.6433096,1.1858323,8.308032,-4.939824,0.39744276,0.48724383,0.51503783,0.50062,0.5798515,0.4100372,0.44071308,0.3786525,0.40728277,0.36170647,0.32802024,0.45303106
5sICkBXVmaCQk5aISGR3x1,Metal,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4,https://p.scdn.co/mp3-preview/333dcef73eb5aa95a58ff521fa63d14861dfe2f5?cid=5fe60eee742d40ef853bb1ae66209140,-29.903692,56.30059,-8.356478,44.27166,2.5667138,19.120024,11.450682,7.0130234,6.311363,6.0253606,-0.48804274,8.916868,-0.9208897,0.5127837,0.48843187,0.43878466,0.43252236,0.5537142,0.44912714,0.53320926,0.47863898,0.492584,0.46117154,0.45844865,0.5824394
57bgtoPSgt236HzfBOd8kj,Metal,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4,https://p.scdn.co/mp3-preview/788a028fa3a33141c817b1064e3159006edeaa8d?cid=5fe60eee742d40ef853bb1ae66209140,21.109394,66.03457,-19.424778,39.62798,13.086084,10.52324,-0.79355294,11.616064,1.5818927,5.7505007,4.0659432,5.979679,-4.2844486,0.51924425,0.45101017,0.5106944,0.62820125,0.55331963,0.5106359,0.5873884,0.3757165,0.42250162,0.5153692,0.5753272,0.6681732
6UB9mShVLbMm0W4e6vud4C,Metal,0.481,0.928,11,-8.799,0,0.0672,0.00022,0.558,0.106,0.427,96.699,312360,4,https://p.scdn.co/mp3-preview/f8609b4123738dfa7da086f353a42e4a91e1b796?cid=5fe60eee742d40ef853bb1ae66209140,-31.171701,41.59086,-22.356684,56.0402,10.137125,18.711168,5.4853644,14.546557,-0.87936765,6.8545594,5.0285172,5.618647,-1.0488421,0.38962615,0.36676612,0.46833053,0.55453354,0.81068975,0.73821867,0.50530934,0.43220195,0.45893472,0.4144588,0.3986909,0.44424433
3X1usZ9bRwbyEjAnkLAJWO,Metal,0.524,0.891,7,-4.722,1,0.0753,2.89E-05,0.00115,0.0759,0.57,140.042,197867,4,https://p.scdn.co/mp3-preview/3779a5c17717f7dce4eee8f14892c7d985075e5b?cid=5fe60eee742d40ef853bb1ae66209140,29.796734,63.859142,-14.830109,28.05903,5.3194246,10.706979,4.378228,13.6831665,1.4133196,10.516911,1.6544815,8.78428,1.8603184,0.52053416,0.54594046,0.510893,0.44986716,0.48434287,0.45101827,0.57827675,0.48330998,0.53704983,0.5910397,0.5508586,0.6575669
4OROzZUy6gOWN4UGQVaZMF,Metal,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,4,https://p.scdn.co/mp3-preview/44ed0e1d3b2183b4e3a3c0413a47b92ff9b0a485?cid=5fe60eee742d40ef853bb1ae66209140,8.341267,100.326416,-4.261083,40.238926,-7.2028,-11.585443,-5.6061153,6.0789495,6.0499735,10.579418,-2.104424,1.899287,-6.547267,0.24836545,0.21225062,0.36166725,0.30368328,0.47131428,0.31251842,0.38075265,0.52017313,0.28972107,0.35813195,0.24393675,0.29473385
2zYzyRzz6pRmhPzyfMEC8s,Metal,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4,https://p.scdn.co/mp3-preview/e5dde93998c6b622d0ac236ceeaabd49481da078?cid=5fe60eee742d40ef853bb1ae66209140,40.764442,72.04082,-34.983845,15.905347,-4.2467184,6.8756285,-3.474622,-1.2320356,2.0329053,9.380102,1.1515858,7.8872232,-2.8493228,0.25195056,0.29226035,0.33003613,0.3559392,0.6399947,0.31089658,0.35182387,0.4157849,0.43509108,0.58160317,0.30368716,0.2588075
6sm4qIkuAMAq3rKcRCzLw6,Metal,0.209,0.991,1,-1.876,1,0.356,0.000407,0.000501,0.307,0.0659,199.865,216000,4,https://p.scdn.co/mp3-preview/32ebfca6ca13765349acf77d0bd6801b8cda1b28?cid=5fe60eee742d40ef853bb1ae66209140,67.605354,70.49795,-16.847235,17.879751,-3.4212136,15.889814,2.4232566,9.207072,2.5231414,8.91009,4.1340647,7.691551,0.6366264,0.5509936,0.61717,0.6250559,0.5261956,0.55423594,0.64289445,0.5994782,0.5431016,0.553501,0.5619663,0.53295815,0.5297801
57BrRMwf9LrcmuOsyGilwr,Metal,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.20E-06,0.536,0.299,105.076,208960,4,https://p.scdn.co/mp3-preview/757e39055aca3abc9157fe579869d63baca5a54e?cid=5fe60eee742d40ef853bb1ae66209140,-12.361002,86.80411,-14.050723,25.67663,7.4441376,8.431115,4.7418222,12.588477,6.205215,9.435228,-0.6229309,4.909304,-6.653215,0.38880485,0.33090073,0.23132715,0.27773568,0.2697647,0.23373334,0.34171826,0.3574046,0.68743604,0.48782748,0.2952918,0.3308821
5eFxwmqKrHpSQDOEIFYlgY,Metal,0.553,0.853,8,-3.668,1,0.0339,0.000684,0,0.126,0.506,122.023,231400,4,https://p.scdn.co/mp3-preview/c973eb4df46a3fb0f780964d2be3861e3b84eeff?cid=5fe60eee742d40ef853bb1ae66209140,55.82776,67.95094,-1.3296416,28.388966,4.70637,10.629634,-3.2682152,2.9186678,2.2667694,4.290522,1.5723765,7.763655,-6.384801,0.36965138,0.30783325,0.45947236,0.527839,0.39376393,0.42150107,0.3944135,0.5979054,0.39100203,0.36235484,0.47494093,0.3474494
22GbAGb80ZZNgm2yrBMnpR,Metal,0.55,0.824,9,-7.848,0,0.0347,0.000362,0.00115,0.0865,0.332,131.387,403867,4,https://p.scdn.co/mp3-preview/2c05f55a9ad01f487b8de80d31a1e1cd9fa8e345?cid=5fe60eee742d40ef853bb1ae66209140,-34.20762,49.410767,-9.578104,50.52308,1.8027372,17.126764,5.8917694,11.907417,4.8537245,7.9022355,4.1415586,13.264929,0.8530936,0.46837825,0.35843468,0.45201468,0.5112206,0.56440085,0.47804412,0.35719627,0.3126707,0.37581298,0.45016772,0.44193846,0.52920425
6Q1m1GyNxyOwZ2ud3p7XoS,Metal,0.546,0.945,1,-4.399,1,0.0531,0.000311,0,0.724,0.545,135.128,153613,4,https://p.scdn.co/mp3-preview/b3368b85360333a9cb4b3242ad431179bd1b14bf?cid=5fe60eee742d40ef853bb1ae66209140,42.32411,71.70836,-11.259621,15.285703,-1.6287695,17.56226,8.829633,17.867376,5.555342,9.502672,5.049418,9.14299,3.586705,0.66672647,0.64477646,0.601672,0.5572082,0.545588,0.52853596,0.49747044,0.58149797,0.5908668,0.5870269,0.60370636,0.63188386
6Z5rBmAtaA29iD0H0LGKn7,Metal,0.485,0.987,10,-2.2,0,0.164,0.000291,0.0744,0.0825,0.0833,100.042,271000,4,https://p.scdn.co/mp3-preview/a06b18eeeeec35cd811f4f4ccb0f1d84167b9d2f?cid=5fe60eee742d40ef853bb1ae66209140,85.51249,62.71975,-25.140701,25.60999,0.6143549,13.108742,4.414148,7.0770974,4.7807226,6.778033,2.271738,9.070984,0.7244652,0.7153925,0.6653593,0.631638,0.5808008,0.6074797,0.5665917,0.6314588,0.61001194,0.5436503,0.6148759,0.5929047,0.69268113
5c3fIHmLHmL4iaqUuqBPHo,Metal,0.46,0.96,1,-5.223,1,0.106,0.000227,5.77E-06,0.332,0.451,95.531,187836,4,https://p.scdn.co/mp3-preview/d70853c03f3630c864fa8d4a9351330fc5368d12?cid=5fe60eee742d40ef853bb1ae66209140,21.507267,66.401405,-14.198502,22.494493,9.808929,9.147418,-2.591332,8.519017,-0.11560466,8.794138,2.865993,6.2939425,-0.7300235,0.48487306,0.49014822,0.4460824,0.5242605,0.4608442,0.50976795,0.48300558,0.51324546,0.52055895,0.49213815,0.6041669,0.5367025
5IVA7WzOlWrmZh8EqZqMaw,Metal,0.486,0.986,1,-4.71,1,0.0818,0.000662,0.048,0.29,0.501,180.085,161627,4,https://p.scdn.co/mp3-preview/5c21cd94b90245ac929bc15fec2e3cea56334f8a?cid=5fe60eee742d40ef853bb1ae66209140,31.113697,58.147034,-3.6372745,35.956837,3.8525386,16.853235,5.085177,10.008827,0.9746397,5.8407364,4.5171347,6.0428343,-2.772528,0.525353,0.5055334,0.50336015,0.53586555,0.6277148,0.6033598,0.6236951,0.6395329,0.62894315,0.57457125,0.49281034,0.4871239
0M3adYbGtyRHACP86dey1H,Metal,0.426,0.888,0,-3.72,0,0.0987,0.000455,0,0.306,0.387,144.111,191520,4,https://p.scdn.co/mp3-preview/b2da695e6b81068ff4a70c1416f4bd0c45e8d894?cid=5fe60eee742d40ef853bb1ae66209140,52.905865,69.15822,-13.023872,25.987202,-2.1366515,15.489914,-9.777437,16.67188,0.37529397,9.150846,4.540023,8.947493,-9.361475,0.35699946,0.26026464,0.29131854,0.3040748,0.33286273,0.5517574,0.42959255,0.75757515,0.4353017,0.29623267,0.24267928,0.2470574
1Vej0qeQ3ioKwpI6FUbRv1,Metal,0.524,0.939,9,-3.994,1,0.113,0.00022,0,0.623,0.661,150.184,184867,4,https://p.scdn.co/mp3-preview/dc49871bd9a79e4e75713689d9ccdfa008e62fb1?cid=5fe60eee742d40ef853bb1ae66209140,42.66979,65.1716,-20.133392,24.836018,8.500183,9.52664,1.7606491,10.419786,2.4558647,10.741465,0.70659584,7.1881895,-0.3033514,0.5607934,0.5034447,0.4563307,0.5405655,0.5734117,0.56889915,0.51142424,0.47391286,0.63714707,0.5106656,0.54250365,0.5113616
6RJdYpFQwLyNfDc5FbjkgV,Metal,0.402,0.969,8,-2.825,1,0.181,9.14E-05,0.0325,0.225,0.262,173.847,245227,4,https://p.scdn.co/mp3-preview/2ae79dd6817e1027721cec48211d3473a5eb8a13?cid=5fe60eee742d40ef853bb1ae66209140,35.145462,57.710136,-19.426205,52.54043,-0.855111,21.590317,6.704667,5.7663116,6.3883276,2.3908076,2.6387162,6.114192,-1.4465004,0.5504971,0.47294956,0.6082161,0.50519013,0.3991717,0.36717317,0.3573709,0.6281172,0.5697669,0.52646756,0.4925011,0.41047892
4JXfNOePhdgMOI7KZ1L25U,Metal,0.347,0.868,5,-4.145,0,0.0467,0.00012,0.000273,0.0845,0.313,182.851,218467,4,https://p.scdn.co/mp3-preview/c2e3c220e465e1c1752c626b22350a315f9f8c8a?cid=5fe60eee742d40ef853bb1ae66209140,37.35326,70.25948,-7.1833677,36.972157,5.2034445,10.994714,1.8246018,9.527417,2.666785,7.4162674,1.9267381,5.464348,-1.6381876,0.5289905,0.40871936,0.4061038,0.50200295,0.38938206,0.44582105,0.3511896,0.4853589,0.5640911,0.42792836,0.3959328,0.36916718
03jdl5GTBhKsgB1Yw8mVPh,Metal,0.462,0.972,7,-2.642,0,0.138,0.00285,0,0.666,0.449,128.092,213576,4,https://p.scdn.co/mp3-preview/49a459ac2ba769cf55907f2a1a29c79a22333651?cid=5fe60eee742d40ef853bb1ae66209140,40.54146,67.10408,-13.568094,22.127506,-0.4621161,3.6509788,-4.8834314,12.534982,-3.0159714,2.5157642,0.7574821,4.2923193,-5.1408315,0.49890167,0.4295668,0.5618221,0.43483478,0.4960691,0.5475597,0.47495985,0.49250895,0.3992387,0.5078354,0.3966164,0.3747906
1nxbn0COjeyH7MQZ27T3CR,Metal,0.412,0.958,6,-5.432,0,0.0997,0.000225,4.71E-05,0.119,0.341,164.072,224421,4,https://p.scdn.co/mp3-preview/18f59511be43c9d4cef2b349f1e72a15f875e993?cid=5fe60eee742d40ef853bb1ae66209140,13.998746,83.89674,-8.279837,26.022964,4.692488,14.435938,2.5083716,13.565503,4.187055,7.6936812,-2.9461706,5.8527884,-1.7551388,0.4129726,0.54255855,0.34304553,0.31388244,0.38225588,0.40099517,0.5649141,0.44254965,0.48961106,0.5896738,0.40382594,0.46541858
2bz1WTXLHaFffolrF4GCml,Metal,0.528,0.942,3,-2.825,0,0.0512,8.26E-05,0,0.344,0.42,110.061,188920,4,https://p.scdn.co/mp3-preview/2449147d7077379df098ea11cb0a1fab979f87a7?cid=5fe60eee742d40ef853bb1ae66209140,51.298267,68.32366,-18.484207,16.6162,3.489725,11.573639,1.9181862,8.921915,4.7053823,9.623227,3.9598746,4.2088804,-3.7016568,0.37059933,0.4525434,0.4117517,0.54124236,0.45396668,0.46929914,0.5300576,0.4409985,0.48746514,0.4293483,0.48947644,0.39017066
3CYBvI2kRCPPFnIeZdSLcn,Metal,0.543,0.948,8,-4.554,1,0.0838,0.0469,0,0.326,0.688,170.089,178280,4,https://p.scdn.co/mp3-preview/4847ea8b1378cd7d6dcce6a5a33335d42a66ecb1?cid=5fe60eee742d40ef853bb1ae66209140,24.94669,60.56623,-3.4075427,28.058777,-6.181421,11.582839,-1.7070103,4.9563055,2.4346795,8.331678,-1.3447317,5.2521186,-4.8794413,0.3898645,0.33560878,0.44278875,0.54099655,0.38896912,0.4056774,0.36183196,0.5003496,0.3700258,0.35640484,0.4498946,0.35741487
1qUHD9oPIMFHKpR12NY2KC,Metal,0.531,0.887,5,-4.417,0,0.0329,0.00261,0.000512,0.0657,0.626,104.055,231665,4,https://p.scdn.co/mp3-preview/776283b3a9fe5a05dea3a3b4ff8680975d587923?cid=5fe60eee742d40ef853bb1ae66209140,35.55768,66.8091,-11.958881,33.069225,8.185541,12.81383,6.86474,13.002899,2.9489038,7.7213225,-1.4825243,7.919005,1.4682523,0.5337486,0.45401105,0.52450854,0.5421591,0.46717387,0.5280454,0.40274715,0.43531728,0.5079822,0.49198395,0.53995496,0.5384706
5qMSuD0mfQVQSA0CjifBi0,Metal,0.369,0.933,5,-4.441,1,0.117,5.49E-05,0,0.348,0.307,168.059,244136,4,https://p.scdn.co/mp3-preview/9aef3dca66079c7a4bdde18518dac989e25a1028?cid=5fe60eee742d40ef853bb1ae66209140,29.65072,76.700806,-14.402905,30.901749,8.672834,14.333606,-4.518018,15.935499,7.5809937,4.063018,1.4803473,10.661093,-3.3605359,0.46601647,0.37735885,0.41963014,0.42495012,0.5864336,0.5653218,0.35896054,0.37637842,0.39162633,0.6117815,0.42429948,0.3910459
0COqiPhxzoWICwFCS4eZcp,Metal,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06E-06,0.242,0.296,94.612,235893,4,https://p.scdn.co/mp3-preview/d318a788a3a6a1ecb8cd0f1c924cef18832ff8d2?cid=5fe60eee742d40ef853bb1ae66209140,33.444885,69.82977,-2.0641665,39.28338,10.810339,9.11375,3.0205417,6.191768,1.1985173,6.124713,-4.4654684,6.921708,-4.6211987,0.4116158,0.3587793,0.41688353,0.39582255,0.5255399,0.3662892,0.44457588,0.44589958,0.35423774,0.4448111,0.35988086,0.46617335
5KDNFlHAdDJ84fhK27c35X,Metal,0.366,0.894,11,-4.682,0,0.0568,3.45E-05,0.17,0.267,0.304,82.305,247267,3,https://p.scdn.co/mp3-preview/fe09f844258205cdb9d1d1b59ad9929299988190?cid=5fe60eee742d40ef853bb1ae66209140,19.262508,54.405968,-24.525106,45.82967,2.897275,22.189323,2.1164207,12.336779,2.6851087,6.0218573,-2.8802805,11.296312,1.7312129,0.46443877,0.78057635,0.48951167,0.37940437,0.34482437,0.3804619,0.41307217,0.39268103,0.4932925,0.4004125,0.3719309,0.41509223
420JGkyLfLUZcgBHKiIK9v,Metal,0.446,0.657,7,-4.494,1,0.0262,0.0022,0,0.189,0.215,152.132,250093,3,https://p.scdn.co/mp3-preview/5a51a40e7292045ae69ab3a3f08f8ff0f746a88b?cid=5fe60eee742d40ef853bb1ae66209140,17.933315,87.25067,-19.716799,35.831493,2.204063,12.954755,-0.8685061,14.9376545,1.3686081,10.514297,1.6527853,4.8187704,-2.7477136,0.40731734,0.39985263,0.41638666,0.33934838,0.46642017,0.40834713,0.49132118,0.55086935,0.39896014,0.40427,0.35040775,0.41512233
3HGctlDltHdllOSTogGKhJ,Metal,0.65,0.914,9,-4.672,1,0.0716,0.000642,1.23E-06,0.0251,0.586,99.107,218973,4,https://p.scdn.co/mp3-preview/f4f21bd9831e15cdadff954e8f7f3bc2f94a0252?cid=5fe60eee742d40ef853bb1ae66209140,-10.318783,72.357216,-23.814035,39.022213,-2.8819518,19.844524,-2.2997754,6.960879,4.2913237,7.9734664,-3.4342847,10.035324,-4.3996234,0.48168802,0.56437206,0.48575822,0.48358017,0.5471057,0.41739792,0.38541135,0.38667074,0.55066216,0.4934322,0.47834378,0.549663
0ofLz0b9mmXXvDgQp7XPRd,Metal,0.503,0.94,1,-4.66,0,0.0475,0.00045,0.000536,0.217,0.532,160.03,201480,4,https://p.scdn.co/mp3-preview/7283483e3629b81ca53cd3afee1822ae867f39b4?cid=5fe60eee742d40ef853bb1ae66209140,16.632622,71.742386,-16.375483,31.224121,-7.47486,12.360509,0.33057994,6.276792,4.596343,9.944729,2.2192714,11.302507,3.654101,0.3644174,0.5415906,0.42067003,0.5344414,0.5084248,0.350251,0.3472808,0.32612494,0.47173896,0.3529566,0.32039484,0.42202204
5FQXMRDSTkn9fowDJ3kZo8,Metal,0.49,0.833,6,-5.899,1,0.0487,0.0116,0.000504,0.15,0.39,89.981,187347,4,https://p.scdn.co/mp3-preview/69227274e99d057dc827dbbe23e2ba7b7ae555a0?cid=5fe60eee742d40ef853bb1ae66209140,18.898148,74.701096,-9.153801,28.024052,4.3649564,9.595064,-0.73954594,10.92034,-5.0450277,8.418826,0.24309187,7.697995,-3.1285882,0.4845795,0.5358395,0.5395848,0.5754619,0.47495055,0.62006897,0.50959575,0.4689444,0.50996935,0.46620512,0.5116033,0.4209977
0lP4HYLmvowOKdsQ7CVkuq,Metal,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3,https://p.scdn.co/mp3-preview/b4d0d3f9ab4cb73083ffb1eaf9cc341e97983eb5?cid=5fe60eee742d40ef853bb1ae66209140,43.536858,62.326027,-17.895489,29.331501,8.82971,7.003441,5.238771,6.983332,2.9852185,11.267563,-3.3274567,1.8685604,-4.4999146,0.31322336,0.22975071,0.25297976,0.27739766,0.44178313,0.3551716,0.49740213,0.44096166,0.3079182,0.37587154,0.3824949,0.63541925
3e2KBwxibC1rq4bA5TNKW2,Metal,0.573,0.897,1,-3.549,1,0.0553,0.00473,0,0.278,0.463,126.034,210653,4,https://p.scdn.co/mp3-preview/99140d7faee536d0aace149a864857a36ea1c011?cid=5fe60eee742d40ef853bb1ae66209140,26.510624,78.3073,-16.803959,32.90388,-1.7760499,9.468637,0.8075272,8.795936,4.1774054,6.063068,-2.232914,3.708837,-1.5571649,0.4492783,0.3160423,0.3220158,0.37212384,0.3967414,0.48241454,0.3412364,0.38076353,0.41354638,0.43740386,0.5723411,0.41796684
1fnULsZuORnAgCFFbM8nTZ,Metal,0.486,0.94,7,-4.237,0,0.0605,0.00919,0,0.0777,0.42,79.727,205653,4,https://p.scdn.co/mp3-preview/187346f7cf6ff1c18aa162435b0804a36aaf4952?cid=5fe60eee742d40ef853bb1ae66209140,40.5415,66.47001,-4.8819704,19.3909,12.528737,15.191531,-1.9232724,16.084219,3.1228335,12.756865,-0.37122756,5.0521064,-0.7438754,0.5042299,0.34607625,0.42272773,0.2926609,0.38126317,0.51839054,0.3958847,0.6042619,0.3922536,0.5058087,0.4929746,0.4042914
5adBpeh1CjHAzlM2i8nYFR,Metal,0.492,0.932,10,-4.689,1,0.052,0.000572,4.75E-06,0.123,0.33,92.497,198360,4,https://p.scdn.co/mp3-preview/0d0213f3e5c165066c2f4f2dab787ccf28674054?cid=5fe60eee742d40ef853bb1ae66209140,15.678882,76.533,-9.858174,36.82216,4.7859573,15.650556,-2.491857,11.047696,-1.5901849,5.2250056,-2.3424363,2.1871264,-4.42392,0.37204236,0.3721902,0.51386535,0.37600857,0.41031605,0.41073862,0.35772175,0.49261826,0.4163243,0.62075746,0.41321722,0.34601414
4VymMhILk4DSwghPkLUPVS,Metal,0.499,0.966,7,-4.679,1,0.11,0.000329,6.10E-05,0.151,0.215,138.042,315173,4,https://p.scdn.co/mp3-preview/d9e991d4029a3f206273836f5d4cace90a2f4948?cid=5fe60eee742d40ef853bb1ae66209140,12.58316,76.755844,-14.280734,29.507935,3.2035508,8.736493,9.370122,8.58799,3.457679,4.5117664,0.3472949,1.9483633,-5.7553,0.3588755,0.43289122,0.49220952,0.4368511,0.454403,0.40711227,0.38117522,0.44296247,0.5222083,0.61995995,0.5110029,0.40119433
2hqaVAH3CS7lTveygMCXLW,Metal,0.502,0.946,10,-4.352,1,0.0623,2.16E-05,0.000697,0.156,0.614,147.007,174028,4,https://p.scdn.co/mp3-preview/38f1088479f977163b1b1fd0fb5ece57d32a3355?cid=5fe60eee742d40ef853bb1ae66209140,36.397198,65.09139,-4.4508753,32.988647,8.809744,10.239884,7.2781715,12.689615,4.6296563,7.4475737,2.8312416,8.872269,0.78431594,0.5585892,0.526887,0.5169445,0.5301971,0.6068726,0.6261135,0.5271653,0.5780984,0.62018025,0.663736,0.662353,0.6020835
7KCygKRsaTxJ8EVK62rYqB,Metal,0.513,0.994,7,-4.045,1,0.17,0.000538,1.67E-06,0.274,0.0398,120.057,232000,4,https://p.scdn.co/mp3-preview/a1831218962b51bbb0bc2d4c139202c0dd113e56?cid=5fe60eee742d40ef853bb1ae66209140,48.70609,79.745605,-18.40857,23.478518,-0.56243324,15.027344,2.2545552,8.172312,2.5156274,6.1589136,3.1292715,7.367903,-0.8326044,0.5342071,0.55744994,0.62288857,0.63568974,0.63392466,0.6317822,0.673455,0.7185604,0.65705574,0.59619486,0.5446056,0.5410577
0JF1vonimulL50oKRjIP6F,Metal,0.402,0.94,1,-4.207,1,0.0692,0.000104,0,0.211,0.0996,160.093,184886,4,https://p.scdn.co/mp3-preview/d940dfa9d8bfb08f486be941e8ce40931ff538ff?cid=5fe60eee742d40ef853bb1ae66209140,40.794224,78.83793,-10.098116,27.999435,-5.8226333,13.41028,-1.0564468,15.35542,5.4248405,11.696009,0.97313154,8.963443,-0.3592058,0.4140367,0.49629253,0.44901747,0.47568327,0.44074637,0.42167377,0.4405137,0.48040763,0.7101758,0.5673554,0.43316793,0.39735502
01KtFi2zoOVCi3xyH9q5OC,Metal,0.433,0.972,2,-4.664,1,0.254,4.93E-05,0.00149,0.186,0.0819,165.012,183602,4,https://p.scdn.co/mp3-preview/abcdc1572d394f46340a45cf8620c1e8444bedc7?cid=5fe60eee742d40ef853bb1ae66209140,44.766636,62.263294,-11.236822,24.099766,4.6298738,18.863724,7.9876814,9.421527,3.2741342,10.215018,0.2827468,2.9151807,-2.326311,0.5046082,0.4986469,0.55556136,0.59063154,0.5987143,0.6020352,0.59188163,0.6455976,0.69636124,0.7440196,0.66561174,0.5924746
3WLeWoNWBhdjYN51bzRp0Z,Metal,0.46,0.945,9,-4.363,1,0.143,3.37E-05,0.00161,0.223,0.177,140.027,273046,4,https://p.scdn.co/mp3-preview/3c8b3cb7c286394d9974fcd6193b06bc80fd9c2d?cid=5fe60eee742d40ef853bb1ae66209140,55.371674,75.52104,-6.1682854,16.639515,-0.55169153,10.266218,3.0118766,13.876681,3.341542,11.230372,3.5177834,11.438644,2.3480024,0.6743322,0.5755452,0.52929485,0.5932375,0.62205654,0.66358924,0.5660459,0.57922894,0.6607281,0.575216,0.5511549,0.58103096
2IO2CWZrBdcQilX3y9w4xf,Metal,0.344,0.993,2,-4.433,1,0.126,3.81E-05,0.0258,0.0744,0.0803,130.036,189897,4,https://p.scdn.co/mp3-preview/f5d962c02df95fcf35259aacdeaf104319f9fcc4?cid=5fe60eee742d40ef853bb1ae66209140,46.226357,74.68176,-20.782946,13.245481,1.4463313,11.9439945,3.5639672,9.895479,-1.6015285,8.064524,2.5714972,4.354087,-2.1121376,0.44340864,0.4009766,0.5254673,0.44448036,0.45080653,0.55285203,0.5037754,0.6649743,0.54488385,0.57405627,0.6658051,0.45530924
