id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url,mfcc_1Mean,mfcc_2Mean,mfcc_3Mean,mfcc_4Mean,mfcc_5Mean,mfcc_6Mean,mfcc_7Mean,mfcc_8Mean,mfcc_9Mean,mfcc_10Mean,mfcc_11Mean,mfcc_12Mean,mfcc_13Mean,chroma_1Mean,chroma_2Mean,chroma_3Mean,chroma_4Mean,chroma_5Mean,chroma_6Mean,chroma_7Mean,chroma_8Mean,chroma_9Mean,chroma_10Mean,chroma_11Mean,chroma_12Mean
6n6OQfBpCgzF9oEg8zhBN7,Country,0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,199625,4,https://p.scdn.co/mp3-preview/2cd750aaba0ce6989b49d5caa1452fdb6890386f?cid=5fe60eee742d40ef853bb1ae66209140,-21.338036,106.20186,-8.722147,26.730997,1.0158145,6.0159388,0.50330484,9.984599,1.3988664,9.896101,1.5995466,9.354692,2.5520797,0.30618075,0.35290962,0.61841035,0.34485933,0.3325216,0.30914932,0.48208672,0.57176775,0.324879,0.33999962,0.31097147,0.41979828
6uyiyatWPCqC59Mm4rO8xL,Country,0.643,0.79,4,-6.079,1,0.0461,0.29,0,0.107,0.808,95.981,188893,4,https://p.scdn.co/mp3-preview/3587df4ee9fd89943486a6b3ee7d0bb7c19bfb35?cid=5fe60eee742d40ef853bb1ae66209140,3.9732628,84.42889,9.393857,22.557915,7.8518357,5.3372617,-0.45806995,7.132436,-5.390626,0.7246076,0.08340025,7.5319686,-1.1841114,0.36154824,0.41345215,0.31561655,0.4191827,0.4948213,0.3163897,0.34245044,0.28469515,0.40625793,0.382747,0.34533662,0.5020781
3U8dHeggJ8IBe0UCb1gbyB,Country,0.667,0.381,3,-7.494,1,0.0294,0.455,0,0.116,0.199,135.975,273893,4,https://p.scdn.co/mp3-preview/8e910a03a60c13ee62c9536d3b143e0506bf6c1a?cid=5fe60eee742d40ef853bb1ae66209140,4.603627,84.100235,-14.069788,20.14716,8.543567,10.247236,-5.9228287,10.550734,-4.4244637,6.6209106,1.832464,4.3618746,-1.5664402,0.2899629,0.24414876,0.44423723,0.53894556,0.30109045,0.40488672,0.30074957,0.5220818,0.32874694,0.29170746,0.4079043,0.25514537
7c1KTn1z8Gw8ouYdcF4qaG,Country,0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,219973,4,https://p.scdn.co/mp3-preview/ef2065cc603f02b3cd9d96cdf77b3bfe51d18a4d?cid=5fe60eee742d40ef853bb1ae66209140,30.11716,78.04502,8.30467,26.69521,3.3706543,2.1665218,-2.714177,13.199142,-4.9041424,3.4236236,0.18261817,-0.10824468,-0.5070826,0.6122851,0.2946515,0.37299842,0.307984,0.472745,0.3850366,0.33782583,0.48050398,0.33015442,0.42225307,0.29206574,0.46832198
5W4kiM2cUYBJXKRudNyxjW,Country,0.732,0.839,9,-5.007,1,0.0345,0.265,0,0.602,0.629,119.724,157478,4,https://p.scdn.co/mp3-preview/4ad8dc44f64affca6a646bee5d0ec8899bca67e0?cid=5fe60eee742d40ef853bb1ae66209140,-35.590256,113.402664,13.2626705,13.994207,6.5716257,4.425441,1.5147276,9.753508,-1.5320677,3.3954415,-0.03202965,5.1533422,-0.7655028,0.35867938,0.53288776,0.3203127,0.2506395,0.41496015,0.29984474,0.35628816,0.28406793,0.41620368,0.5993219,0.3794138,0.38781914
2oyS4THTUzUxT2lnHGzzIr,Country,0.764,0.646,9,-9.424,1,0.0302,0.367,0,0.0849,0.877,116.141,174627,4,https://p.scdn.co/mp3-preview/836f7943098f41d22aefa487c582e6dc42213a61?cid=5fe60eee742d40ef853bb1ae66209140,-85.52101,81.81008,-7.4829698,35.150368,2.7385588,8.168961,-7.7970824,2.8561409,-9.43335,0.35322505,-6.2022767,1.3075583,-4.682715,0.24582028,0.38905662,0.2889542,0.2859846,0.5495419,0.32259133,0.29847533,0.21224114,0.39296347,0.59913313,0.30251548,0.3809779
1zYZs8Vbjhbzx5M3olcRnm,Country,0.617,0.704,6,-7.61,0,0.0258,0.171,0,0.0924,0.57,91.541,180617,4,https://p.scdn.co/mp3-preview/a3dfec9bd41d82e112688a882f4aa20382f85562?cid=5fe60eee742d40ef853bb1ae66209140,-16.418886,86.99501,3.155691,28.48501,11.123217,8.262978,2.7909188,7.6147256,0.2539642,4.529687,-2.802946,1.9268906,-1.2614717,0.32787687,0.45801964,0.36783066,0.3399917,0.5396209,0.36071402,0.40015236,0.29603893,0.39289144,0.49547434,0.33009183,0.46684307
0LQtEJt7x0s6knb6RKdRYc,Country,0.566,0.713,6,-4.25,1,0.0418,0.645,0,0.114,0.805,169.861,238147,4,https://p.scdn.co/mp3-preview/88d6f7a1fa2c4714a6a77ca64d6af26ec952830a?cid=5fe60eee742d40ef853bb1ae66209140,-32.40025,93.11183,6.796083,44.30326,1.1914316,7.838182,1.1561207,1.7888892,-3.8292556,-1.0025365,-5.4149437,1.8381703,-2.8809953,0.27681255,0.5740814,0.26011333,0.24096859,0.17509803,0.3166196,0.52726287,0.34077364,0.44141778,0.29839566,0.4171111,0.25465238
3EWMoDIm6lzuR0zQKtuCJX,Country,0.589,0.882,6,-3.039,1,0.035,0.0813,0,0.146,0.793,129.915,197253,4,https://p.scdn.co/mp3-preview/97e123c3dfa58866302f129ffaee8039b1f328fb?cid=5fe60eee742d40ef853bb1ae66209140,46.34181,81.949455,-10.66731,18.883347,-0.072963,7.793666,-8.021887,8.217697,0.087029696,5.040526,-2.5865438,5.554424,-4.5093794,0.2628666,0.48088956,0.2904814,0.33266208,0.2692333,0.40350643,0.5277486,0.2907427,0.3489611,0.28080696,0.46969146,0.2620017
7rDcULv8vV16vetBjPJhuE,Country,0.648,0.667,0,-8.986,1,0.0311,0.0534,6.94E-06,0.0908,0.669,109.609,209067,4,https://p.scdn.co/mp3-preview/e5e882edc982e58c05e16aaad2038ec09ace427a?cid=5fe60eee742d40ef853bb1ae66209140,-33.26664,84.425354,-11.892687,32.695824,8.20455,3.3439891,-3.9048934,9.95059,-4.9500885,7.535592,-1.993784,-0.11417631,-1.2827494,0.5547481,0.35439655,0.41320005,0.35075825,0.48174945,0.38336647,0.39407995,0.6579555,0.41403645,0.39116713,0.34437564,0.42358446
0Al3wN3keprGTSgG8NBwjr,Country,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68E-06,0.142,0.306,118.024,198689,4,https://p.scdn.co/mp3-preview/ae88f195882d393844ce509ba94af8c70816d2bd?cid=5fe60eee742d40ef853bb1ae66209140,6.405051,85.655426,8.21002,20.4213,0.6337894,13.130933,6.609361,9.530748,-2.6746602,7.930851,0.780445,1.1561811,-2.8373268,0.29000592,0.2724846,0.52611107,0.35354465,0.28683847,0.41018504,0.24446659,0.3670094,0.23891501,0.34989804,0.35861692,0.20567206
6IC6VhpV7D8T1t037Atqpu,Country,0.664,0.706,2,-7.045,1,0.027,0.129,1.06E-06,0.0857,0.681,93.968,187053,4,https://p.scdn.co/mp3-preview/3cc3d53772aba430ab8a2eca84a72604341eebcb?cid=5fe60eee742d40ef853bb1ae66209140,-30.634577,93.256325,-19.813135,27.300278,5.682477,6.13561,-2.0881362,5.0543156,-8.239549,4.647387,-6.8879256,3.0851028,-3.4877079,0.2919882,0.41337237,0.5689057,0.33916107,0.41322237,0.30145127,0.4060336,0.35548764,0.35730034,0.62262,0.34106573,0.35253763
4TnUKixNWMfajncgdSwFoi,Country,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39E-05,0.38,0.621,121.059,173467,4,https://p.scdn.co/mp3-preview/35414eb9d89327fc8168fc4af83d73b776937539?cid=5fe60eee742d40ef853bb1ae66209140,-129.01176,94.79625,-11.359195,24.227299,-0.89848644,10.453502,0.5027494,5.0188727,-9.414803,5.9533973,-2.3674057,4.857617,-0.8438552,0.26710182,0.350752,0.27198976,0.4476869,0.43721595,0.33347958,0.45707625,0.29263955,0.35482988,0.3207894,0.3200966,0.4820548
5jfhLCSIFUO4ndzNRh4w4G,Country,0.508,0.296,3,-10.513,1,0.0755,0.897,5.00E-05,0.11,0.134,82.532,268856,4,https://p.scdn.co/mp3-preview/cbc77cc08d0b0fe89db0a7c1a6df2c98ba1da744?cid=5fe60eee742d40ef853bb1ae66209140,-119.57173,134.811,14.207518,31.38061,23.360077,13.883257,17.949762,5.1782136,-1.2533244,3.0658188,-4.824788,5.5222325,2.7620502,0.19511399,0.27165985,0.5368072,0.6468352,0.4321329,0.35403004,0.3654846,0.42361704,0.24593584,0.253175,0.3732751,0.19465318
7FpBQ067pHB67deawpbbcY,Country,0.736,0.458,5,-7.437,1,0.0316,0.441,0,0.148,0.65,98.977,162547,4,https://p.scdn.co/mp3-preview/06b53d2665f94946d2fc6971aa76a15a390cda0e?cid=5fe60eee742d40ef853bb1ae66209140,-74.73007,111.91484,-3.921022,23.328745,13.629598,3.8981018,-10.422441,-2.794952,-6.343278,-1.9185965,-2.599467,-2.6092453,-5.2933755,0.49486074,0.34099895,0.3708897,0.27881894,0.33614373,0.48586065,0.34772697,0.4700965,0.32529637,0.38837904,0.26012465,0.24690314
3Pbp7cUCx4d3OAkZSCoNvn,Country,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75E-06,0.403,0.443,148.035,159636,4,https://p.scdn.co/mp3-preview/4b4a41a2b1de22ce3111f82683fd9eaaad4f8440?cid=5fe60eee742d40ef853bb1ae66209140,-89.517334,124.56661,-5.696245,21.351528,4.701707,5.745478,-5.84599,10.510923,-3.6669586,3.6445918,0.16722755,2.6004539,-1.733613,0.34698653,0.34129092,0.5649485,0.33335176,0.29639417,0.25985622,0.37807482,0.39341015,0.2844729,0.4191474,0.33989272,0.5225411
59uQI0PADDKeE6UZDTJEe8,Country,0.517,0.675,6,-5.382,1,0.0357,0.459,0,0.151,0.518,203.853,163855,4,https://p.scdn.co/mp3-preview/48760562c770591058c71d16a5ac81d3833e72d2?cid=5fe60eee742d40ef853bb1ae66209140,-13.646228,110.2639,-19.363626,22.042934,10.453081,6.5730286,-0.2838076,0.6781069,-1.4416193,0.89831436,-2.1644623,10.608335,0.98787796,0.34612116,0.5425707,0.305566,0.39377183,0.25481984,0.33835453,0.44976822,0.3016513,0.3919024,0.33636075,0.5374843,0.36820796
1Lo0QY9cvc8sUB2vnIOxDT,Country,0.712,0.603,8,-5.52,1,0.0262,0.186,0,0.115,0.67,97.994,265493,4,https://p.scdn.co/mp3-preview/1dc0426c95058783e0fe1d70c41583ca98317108?cid=5fe60eee742d40ef853bb1ae66209140,-7.9061418,100.13377,-7.6760345,23.700933,9.17236,8.759535,2.978908,6.416159,-3.506059,6.418111,-1.7430639,3.8448238,-3.8590386,0.44827348,0.36319077,0.4673707,0.71100223,0.39828622,0.40420097,0.30734092,0.44517034,0.5997106,0.31172472,0.3391952,0.26541993
2Dct3GykKZ58hpWRFfe2Qd,Country,0.68,0.246,4,-14.112,1,0.058,0.783,0,0.106,0.388,110.23,171693,4,https://p.scdn.co/mp3-preview/93aa7e2fe20c76296a5d256a8e19187a015fb1c7?cid=5fe60eee742d40ef853bb1ae66209140,-193.30362,99.69862,14.3103695,23.459194,24.497347,9.496605,4.048415,12.841968,-2.6902928,1.8649786,-1.9562619,-1.0388963,-1.2025758,0.3046654,0.19101644,0.14773813,0.27057636,0.27098453,0.25058946,0.39111513,0.28607816,0.30060297,0.31156185,0.28365934,0.46586818
0PAcdVzhPO4gq1Iym9ESnK,Country,0.656,0.757,3,-5.775,0,0.0308,0.492,0,0.117,0.429,139.971,177388,4,https://p.scdn.co/mp3-preview/7600dd16e442e2c1db4f5eaf5526f757cb4c3662?cid=5fe60eee742d40ef853bb1ae66209140,-18.130222,94.99321,-10.255753,15.97933,16.602337,0.690833,-4.0411463,-2.259855,-3.1863203,-3.1745434,2.1932125,3.127761,-4.840088,0.2581541,0.4161837,0.36630097,0.5113565,0.33015722,0.40608507,0.5250161,0.35707146,0.40261373,0.3135615,0.42724824,0.26762468
5uU1uuyaUIBOiiUSQG7Wl3,Country,0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706,157478,4,https://p.scdn.co/mp3-preview/d770c5f994f74fac09ae5036b761c181f7023051?cid=5fe60eee742d40ef853bb1ae66209140,-28.640705,108.42415,8.615885,12.137769,4.6283154,0.9303894,1.5801929,5.561507,-2.5539887,1.3554952,0.86418736,1.942025,-2.5181937,0.34812418,0.48951292,0.2752275,0.25937527,0.43873018,0.30254394,0.37898585,0.2726182,0.40457875,0.58515245,0.37562472,0.4066245
2UikqkwBv7aIvlixeVXHWt,Country,0.602,0.477,9,-8.425,1,0.032,0.268,3.10E-05,0.173,0.552,183.89,213493,4,https://p.scdn.co/mp3-preview/8ac6a2b2fb7a0d4fad6566ea228f399d6790482c?cid=5fe60eee742d40ef853bb1ae66209140,-54.557335,110.225845,-0.706447,30.279938,9.684674,13.281549,4.5753407,4.527433,2.2825108,2.4303489,-3.8802803,6.8387046,0.4938069,0.33137757,0.43299395,0.43859386,0.36458957,0.4114736,0.32670203,0.33138356,0.28130567,0.4057455,0.5619259,0.40487093,0.4130353
4pCbJC43j3gSqG6Fen6upD,Country,0.583,0.351,0,-5.836,1,0.0306,0.494,0,0.368,0.462,79.014,227467,4,https://p.scdn.co/mp3-preview/93f347ada38bf3f3447622b920300a53005fb1e7?cid=5fe60eee742d40ef853bb1ae66209140,-54.943348,104.16673,-3.510445,19.958023,15.44885,1.6021984,0.62657726,3.4614244,-7.5346746,4.121163,-5.1913314,-3.2211914,-4.225599,0.41036344,0.2607389,0.3158856,0.2955398,0.47045198,0.40405098,0.35968024,0.50135237,0.35388,0.35272422,0.25085384,0.35271627
69AIpwGNLxr4qS1X5ynx60,Country,0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,167480,4,https://p.scdn.co/mp3-preview/082a6502a654140aef26ae2f693e7124f4edebc3?cid=5fe60eee742d40ef853bb1ae66209140,-28.300776,108.73909,2.525446,32.316254,11.119955,8.464847,-11.566783,12.644729,-6.648656,4.0234504,4.6842103,-1.9478142,-1.6192615,0.37656873,0.42393598,0.3124623,0.4704786,0.6420582,0.35134178,0.31780106,0.2499088,0.3782416,0.304311,0.31161362,0.43854675
2rxQMGVafnNaRaXlRMWPde,Country,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,193200,4,https://p.scdn.co/mp3-preview/7160f5cd6c0e3aff6e2251b018bb0b88d2b8c101?cid=5fe60eee742d40ef853bb1ae66209140,-73.508446,102.3264,-8.336355,34.70455,9.967059,-1.9656546,-1.9469712,4.527505,-9.082128,-3.4633305,-7.215239,1.8611046,-0.85671425,0.30068797,0.39975205,0.28173047,0.39612192,0.30473587,0.21685871,0.34916645,0.22101161,0.27027935,0.16832948,0.31422803,0.59344476
28n8z9IQKyjMPxmvYMBqZa,Country,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47E-06,0.0942,0.464,102.025,224427,4,https://p.scdn.co/mp3-preview/63730992342ccdf7712058f1cba733230e8328d3?cid=5fe60eee742d40ef853bb1ae66209140,15.980571,100.760086,-7.1875587,19.755207,10.011644,5.081426,1.984319,12.379407,-2.7417219,1.0772015,0.20454916,2.0086732,-0.89453954,0.41055536,0.48682076,0.3476789,0.45084912,0.31183475,0.46842295,0.30080217,0.28894266,0.41704354,0.30897194,0.42329866,0.25290844
7MSWxMumjz6lHj7oRApNbg,Country,0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,267893,4,https://p.scdn.co/mp3-preview/aa7d59c7b2dac00975557a592d0f01419cc18401?cid=5fe60eee742d40ef853bb1ae66209140,-55.26223,87.20009,-26.287579,29.706915,-1.344853,10.345004,1.5752643,3.2084339,-4.155175,5.0083795,-6.3439755,4.125365,-3.9522998,0.4145987,0.46560955,0.2773649,0.32268184,0.38022578,0.31509352,0.5616416,0.37130478,0.4194612,0.29543805,0.34615916,0.4856874
2gT2iF1YK5r54A2PDEXVv8,Country,0.518,0.557,1,-4.839,1,0.0332,0.0258,2.46E-06,0.156,0.216,111.865,218160,3,https://p.scdn.co/mp3-preview/5706f3cc604fca07c55556bbac4fd5b89bdecad5?cid=5fe60eee742d40ef853bb1ae66209140,18.554228,75.55768,-14.624582,29.599844,14.145078,-3.2256827,7.036725,13.163348,-4.267621,10.319295,-0.23852015,0.16945943,5.5028157,0.4197442,0.6195386,0.42761597,0.5163619,0.3631423,0.5525535,0.38382947,0.3763213,0.5653289,0.42710835,0.49158612,0.3133741
6DLbBlGIOjjEj0dNN25zhZ,Country,0.38,0.488,9,-6.637,1,0.029,0.126,7.23E-06,0.115,0.268,156.031,223120,3,https://p.scdn.co/mp3-preview/ca7195c94078dd2bf40b80acdffa3bb38b7ae378?cid=5fe60eee742d40ef853bb1ae66209140,-48.82225,108.33978,-4.495883,23.487728,-0.90358484,10.1142,-2.6277611,5.6826935,0.89451313,3.0233226,-13.070528,-1.1113365,-11.300587,0.23248422,0.31658822,0.24505992,0.22207987,0.30114216,0.19074804,0.24897924,0.23887095,0.4038941,0.60160005,0.28458,0.33692205
0bILU0UiNDmA5Ff6whhb2R,Country,0.57,0.67,1,-6.519,1,0.0274,0.426,0,0.108,0.593,140.924,178723,4,https://p.scdn.co/mp3-preview/ff84c6f74e198ce32fde31707115f1a6efc5e2fa?cid=5fe60eee742d40ef853bb1ae66209140,7.2377405,89.79319,7.938797,7.062112,4.891636,12.064009,-4.452847,4.3602724,-1.6758652,5.5970907,-0.13854456,4.4581428,-1.8684849,0.37889674,0.49879432,0.2693047,0.43557817,0.37982258,0.5102687,0.27087933,0.31706256,0.504556,0.26053318,0.2469513,0.19265725
78Du4CMFgnhdlG33gblkiP,Country,0.678,0.264,10,-12.384,1,0.0622,0.753,0,0.302,0.528,121.722,187244,4,https://p.scdn.co/mp3-preview/afacdcf7e5b3560d5dcd5596e0e4caae9b0a7fc9?cid=5fe60eee742d40ef853bb1ae66209140,-162.33185,83.72289,-29.059784,-2.6679125,-16.508778,-14.246613,-14.438171,-4.3936434,-14.409422,0.6671318,-10.869315,-1.3846648,-3.3915818,0.30772173,0.27021444,0.42553574,0.24611263,0.21004632,0.5848302,0.26664564,0.2893772,0.1702791,0.19057311,0.25828493,0.19829755
2lNTHWu2I5Tcz9ukWsV5Jj,Country,0.557,0.597,5,-8.296,1,0.048,0.646,0,0.0974,0.414,78.526,175238,4,https://p.scdn.co/mp3-preview/909425d678e3a65e999a40f7213e4a2de1009bcc?cid=5fe60eee742d40ef853bb1ae66209140,-34.813675,104.35732,19.34074,22.743887,16.784786,4.151969,-5.428817,4.1599045,2.9882174,4.217678,0.340782,3.9102542,-0.2233146,0.53371716,0.34197065,0.29865068,0.24025495,0.3605066,0.45884222,0.28743267,0.3511327,0.30986044,0.4924279,0.39435616,0.32728964
43SoxERu5UlXAgt4Es1VQU,Country,0.647,0.477,6,-8.264,1,0.0356,0.0585,0,0.159,0.477,142.034,184949,4,https://p.scdn.co/mp3-preview/43ce82b90489c5b3aea3ced3be15f370d50a326a?cid=5fe60eee742d40ef853bb1ae66209140,-95.5122,51.31838,9.268173,18.29898,4.0287185,6.8149247,-0.04212799,-9.506285,0.15344945,4.179571,-6.4009185,8.262976,-2.3175702,0.3445048,0.46755853,0.40245098,0.47549185,0.2861752,0.27575627,0.24357817,0.28891093,0.47367844,0.3695401,0.36210155,0.3000471
0bPnT6i9H1p8Vd85GS6Z7I,Country,0.63,0.754,2,-3.564,1,0.0284,0.0963,0,0.268,0.73,95.999,172253,4,https://p.scdn.co/mp3-preview/3e6a6a4fbc7fb44b0e330559713f927c76e28d2f?cid=5fe60eee742d40ef853bb1ae66209140,29.118204,76.94714,-10.409045,24.128225,-0.7175088,8.487072,-4.46511,6.247242,2.7357965,2.4730594,-3.124206,8.7351,-2.1380398,0.261624,0.3572871,0.64947015,0.30257332,0.29166606,0.24281637,0.36226368,0.20857792,0.22769785,0.45440388,0.27159038,0.3563686
1ZpPaBDswjV3VSUKqLDXPE,Country,0.626,0.583,0,-7.346,0,0.0318,0.276,0,0.141,0.428,87.977,228145,4,https://p.scdn.co/mp3-preview/3eecc5c99bdf656565487479a00b51b008da860d?cid=5fe60eee742d40ef853bb1ae66209140,-18.558344,99.18488,-4.0777407,16.99006,18.619705,8.765684,1.8910015,6.131881,-0.48267055,0.92644083,-2.620172,7.2478113,-5.9322944,0.52197194,0.3647634,0.42197528,0.37716186,0.34243804,0.45536932,0.3081821,0.2702892,0.20173053,0.29928643,0.4278873,0.35781014
0fCwTrRNfoNk962ati8n2K,Country,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97E-05,0.115,0.839,78.176,218280,4,https://p.scdn.co/mp3-preview/9812fee49ff8efab5748d94769250dfec5daf844?cid=5fe60eee742d40ef853bb1ae66209140,-52.82373,124.13438,-8.379885,18.108562,-4.2948,10.99745,-0.98074913,12.280698,-9.808777,1.3213532,-1.5056204,1.0395138,-4.373477,0.30968338,0.45421547,0.36911207,0.49329883,0.31306875,0.25004753,0.374788,0.2688029,0.3765341,0.27371377,0.40525213,0.4826079
06gD2ZtK3Dzc1BYqWExQJJ,Country,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65E-06,0.0585,0.538,78.388,180907,4,https://p.scdn.co/mp3-preview/1e3257732992152ac8da16f894e09a20a3c7f615?cid=5fe60eee742d40ef853bb1ae66209140,-70.71265,100.705795,7.593213,32.646423,2.455025,14.560614,7.4227104,4.721325,6.4632673,6.975076,-4.1525483,3.2839584,-5.034547,0.33895597,0.24625269,0.27041298,0.51699567,0.34594995,0.28789788,0.2632326,0.39909953,0.60968554,0.44567627,0.37730777,0.29441765
07on0OB2cdPt79IFsgdRUy,Country,0.502,0.771,6,-4.246,1,0.032,0.0123,1.82E-05,0.0801,0.557,157.978,197400,4,https://p.scdn.co/mp3-preview/cddc53b034f5e8a7accf9f518c16b7c767dbf9f0?cid=5fe60eee742d40ef853bb1ae66209140,19.353252,95.07108,-16.214731,21.233768,9.262199,11.033656,-1.5302871,10.947408,1.2478601,5.6628914,-3.0065408,3.1005008,-1.3413241,0.3643145,0.4499758,0.31242388,0.35301095,0.21268554,0.24751504,0.36943197,0.34951434,0.58293426,0.3313947,0.3550894,0.47061467
2tgQaL85WoRfgEa4hFQgrE,Country,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,4,https://p.scdn.co/mp3-preview/c94b286f003f6aa9e3141b4496db809aeaa70ead?cid=5fe60eee742d40ef853bb1ae66209140,-47.9922,130.76797,-6.317889,17.91859,2.4691856,5.5698967,-8.750506,-0.3531391,-10.882686,-2.1450973,-8.300577,0.5458373,-5.928267,0.3135228,0.20095555,0.2897145,0.2110511,0.25929055,0.16813353,0.2937508,0.48346034,0.3255426,0.4300503,0.2907546,0.3284627
5ya0TmUQw2wHMkq36rPsnd,Country,0.461,0.887,11,-4.871,0,0.0429,0.000219,0,0.104,0.411,95.964,189987,4,https://p.scdn.co/mp3-preview/8ddc5f5f5217d4f0ed967a0da94ad86a42d01985?cid=5fe60eee742d40ef853bb1ae66209140,12.22098,70.91966,-9.25284,25.326412,9.490732,7.7514863,-4.23143,6.8085747,-2.1585135,0.21682969,0.2791356,5.442067,-2.2483268,0.28862917,0.4314939,0.64030963,0.37544298,0.40940732,0.31632602,0.4485793,0.3373151,0.32613468,0.45382494,0.32271433,0.36186448
2wrJq5XKLnmhRXHIAf9xBa,Country,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,4,https://p.scdn.co/mp3-preview/d36cde63177e7e6d460340bd5763780323b6374e?cid=5fe60eee742d40ef853bb1ae66209140,-12.705822,87.343155,11.094355,23.162989,12.36915,9.786512,3.993258,6.1844296,0.97192687,9.056574,-0.80301505,4.6647024,-1.4866114,0.37373516,0.26227123,0.3750958,0.2457728,0.29445252,0.5867976,0.36935842,0.43168932,0.32525253,0.4114427,0.5163816,0.33078843
6HBRLaSQ7NB8MNlaqzYen1,Country,0.675,0.726,2,-6.459,1,0.0461,0.105,0,0.153,0.671,124.872,186791,4,https://p.scdn.co/mp3-preview/662e788861122b361aa93d7751dd64733ad8d908?cid=5fe60eee742d40ef853bb1ae66209140,-1.6107461,71.91837,6.3368297,19.930193,6.371883,7.1092577,-5.8581276,6.9184217,0.49675384,2.204831,0.8944009,1.2505622,-4.626138,0.21048398,0.29385093,0.5159029,0.36833495,0.43593517,0.3511482,0.4481922,0.35202867,0.30185953,0.45955902,0.32843098,0.28459567
4rXLjWdF2ZZpXCVTfWcshS,Hip-Hop,0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,125040,4,https://p.scdn.co/mp3-preview/f237ab921af697ba9b49e12fa167c2ce1a82d6b4?cid=5fe60eee742d40ef853bb1ae66209140,-60.675026,75.27224,17.365007,13.412329,5.4428415,11.5622835,-11.230541,5.3595915,-4.832762,2.632373,-1.6270478,4.764742,-2.8146808,0.42468038,0.4468363,0.43257132,0.6225565,0.7151082,0.5400626,0.38874397,0.3696867,0.47804794,0.42770177,0.49275237,0.5840641
1udwFobQ1JoOdWPQrp2b6u,Hip-Hop,0.575,0.56,5,-7.302,1,0.478,0.173,0,0.257,0.471,75.956,229938,4,https://p.scdn.co/mp3-preview/421318e06bd043baf6a5d0126bca1d6c88476154?cid=5fe60eee742d40ef853bb1ae66209140,-80.90611,92.06406,26.724293,38.482964,8.447464,14.738599,10.759436,6.856185,5.4355917,7.7146606,-2.0625148,8.720879,1.9589365,0.6173341,0.5954038,0.529574,0.50756186,0.56099063,0.56656593,0.5058531,0.5176914,0.5510416,0.60320365,0.570777,0.5639212
6TdFkofgTvN0WfnWFmh4a6,Hip-Hop,0.678,0.758,1,-6.524,1,0.227,0.00495,0,0.57,0.318,165.423,220584,4,https://p.scdn.co/mp3-preview/380a27f03c51b176b0a6a7b17ad0c2277913dc49?cid=5fe60eee742d40ef853bb1ae66209140,-66.12844,98.440056,7.353453,18.95855,14.47182,3.0296931,1.4724963,14.45273,-6.573985,11.752237,10.364262,3.302423,4.182411,0.43872818,0.42997783,0.44865316,0.5080756,0.6043246,0.7549537,0.5919535,0.52492,0.52779204,0.49363154,0.46246538,0.43047458
6wsqVwoiVH2kde4k4KKAFU,Hip-Hop,0.927,0.619,5,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,211582,4,https://p.scdn.co/mp3-preview/71d86e04987feee653ae3087aa76e782bced382d?cid=5fe60eee742d40ef853bb1ae66209140,-33.708767,55.98949,28.256952,26.579914,22.515945,20.731264,-5.2430067,8.569699,-3.2291043,5.3617406,-6.9766526,6.993048,2.7012684,0.74093354,0.47419405,0.3055454,0.32412893,0.36572188,0.38828152,0.39520314,0.5624704,0.4511358,0.398925,0.5120086,0.5494657
68Dni7IE4VyPkTOH9mRWHr,Hip-Hop,0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,292799,4,https://p.scdn.co/mp3-preview/062b69c85ad8361d6d7e484aa798b3596d174306?cid=5fe60eee742d40ef853bb1ae66209140,-83.61833,100.799904,-9.488462,3.5650973,6.5201883,21.800451,6.106341,8.503042,-6.29111,8.398473,-0.2042284,7.1031938,5.045497,0.6874429,0.4566297,0.32397547,0.31062475,0.29087195,0.30311197,0.2517823,0.36213467,0.34967127,0.32243478,0.37812272,0.48549494
